h_county_tract,average_commute_time,average_walk_distance,number_of_commuters
081088901,1189.21443442,263.381845668,1441
081089200,1109.85714286,201.856300719,1603
081090700,2278.06158358,594.476942494,341
081091601,3334.9952381,1936.61055044,420
081091602,5505.15625,2047.55363463,64
081091800,4823.68674699,1338.8436169,83
081091900,1436.57297297,325.536085656,925
081092200,2730.85427136,508.722852683,199
081092500,1526.74783862,342.593315756,694
081092800,2149.52487562,397.681338344,402
081092900,1424.33114447,387.494644288,1066
081093401,2154.13189448,530.867149888,417
081093402,1978.03476483,399.458534602,489
081093800,1883.52300613,373.522167096,652
081093900,1646.35714286,418.562387308,826
081094201,1738.64545455,321.76383691,550
081094202,2244.40998217,624.137049667,561
081094203,1177.663926,335.764803058,973
081094500,1458.4226087,402.132796939,1150
081094700,1691.72352941,319.837634114,510
081095400,1565.8255814,363.671475551,688
081096400,1927.71937984,438.627947029,645
081097202,2188.64970646,573.953332576,511
081097203,1851.157173,607.077253702,948
081097204,2317.30550285,557.837773179,527
081097300,2308.81176471,751.383649401,510
081098100,1714.63166397,463.498218821,619
081098700,1578.57453936,435.706734536,597
081099100,1433.8077879,443.428036583,1207
081099200,1642.34818482,307.845444849,606
081099701,2080.6471519,604.461531073,632
081099703,2254.54383117,443.823138144,616
081099704,2030.05300353,454.833430129,849
081099705,2265.10538642,559.323551159,427
081099801,1523.84938525,362.294538763,976
081099802,2115.58941606,575.724012236,548
081099900,4669.71028037,1359.86049469,107
081100801,2314.00277008,852.527568199,361
081100802,1597.8321392,418.539132359,977
081101001,1365.16313214,397.994124506,1226
081101002,2237.03526448,640.858532393,397
081101700,1556.13265306,452.084892818,1176
081102900,1932.93761141,534.061081553,561
081103201,1630.88133333,395.463072951,750
081103202,1637.39576547,493.869935623,614
081103300,1657.61598952,498.823080676,763
081103900,1311.86008969,342.252111554,1115
081104700,1269.60342262,392.715264751,1344
081105900,1668.67215364,535.017823622,729
081107201,1597.97319588,367.74795439,485
081108500,1814.29423459,635.854556434,503
081109300,1965.23484848,494.54774911,660
081109700,1953.43046358,664.319368568,453
081109900,1677.83834049,554.184692438,699
081111300,1858.89008043,834.480079197,373
081112300,1817.47277937,638.582506234,349
081112900,1983.86065574,786.005128844,366
081113300,2497.44352617,925.706603655,363
081113900,1534.35837246,466.327880498,639
081114100,1841.27015251,676.323213621,459
081114700,2161.96226415,879.324614004,424
081115100,2370.20083682,1030.82464573,239
081115500,1901.11208791,672.650557001,455
081115700,1511.60215054,505.217092636,558
081115900,1460.85584219,553.935645599,659
081116100,1203.23565891,435.487077553,645
081116300,1046.75452196,364.71179455,1161
081116700,1730.8310992,561.86226247,373
081117100,1266.38095238,454.997315967,420
081117500,1271.60500695,474.027169908,719
081118100,1579.14148681,496.451449972,417
081118500,1967.37878788,580.928082227,330
081118700,1710.70927318,599.605139746,399
081118900,1680.33552632,379.534547701,456
081119100,1527.41130604,397.61192805,513
081119300,1585.54663774,560.407507591,461
081119500,1903.85800604,614.890810143,331
081119900,1907.59810127,521.438156038,316
081120100,2090.56325301,635.721923406,332
081120300,2244.59797297,628.53166244,296
081120500,1485.57429719,418.153346211,498
081120700,1571.89257812,465.871514492,512
081121100,3697.33333333,966.890948748,87
081121500,1502.22190202,387.770461614,694
081122300,1467.72060858,510.930711185,723
081122701,798.87849162,229.051984447,2148
081122702,1244.9804287,358.444331296,1073
081124100,1570.60194175,484.203146311,618
081124700,1494.6686747,465.144043345,664
081125700,1624.06473595,508.704000754,587
081126500,1731.91105121,419.758167175,371
081126700,1780.2012987,602.70049243,462
081127700,1586.50643087,511.511904261,622
081128300,4033.00980392,1212.89375379,102
081129102,1839.96417445,482.543722845,642
081129103,1707.29191321,513.662952379,507
081129104,1870.83522727,479.99552986,704
081130100,1725.12674095,368.550141222,718
081133300,1642.56493506,471.242174335,616
081133900,2272.34375,667.269723847,320
081134100,1715.90838207,523.686554103,513
081134700,1361.91322314,439.40803159,1210
081136700,1475.44556678,405.037795743,891
081137700,1702.25589226,560.42828972,891
081138501,1804.89353612,487.679210811,789
081138502,3760.40625,778.376806859,64
081139900,2210.75,634.476104574,328
081140300,1843.12217195,605.443892251,442
081140901,2498.32126697,670.094585682,221
081140902,1628.08488613,513.549896929,483
081141700,1443.14459295,397.827272887,823
081142900,1631.68181818,443.071372169,748
081143500,2104.97815534,680.19674706,412
081144100,1634.87043796,458.331012319,548
081144700,1552.00401606,602.322945796,498
081145101,2186.1835443,669.291581468,316
081145102,1782.18588235,472.778960122,425
081145900,1631.76503759,463.614626503,532
081146300,1862.13435701,696.290608299,521
081146700,1689.74148297,572.191292538,499
081147100,1903.1045082,758.056364275,488
081147900,1834.11494253,620.276816559,609
081148300,2043.21243523,838.876896551,579
081150701,2488.88292683,908.203332805,410
081150702,2157.12313433,663.061686116,536
081152901,1821.3507109,577.805062243,844
081152902,2256.5295082,546.615581102,610
081155101,4256.19117647,1378.30461053,204
081155102,1643.84457478,400.965393901,1023
081156700,3167.33149171,749.858892949,181
081157101,1699.42204301,437.226553358,1116
081157102,2647.28919861,641.652974245,287
081157901,2081.0819209,606.900830178,708
081157902,2036.28917379,550.560667233,702
081157903,1824.54020101,550.757258915,796
081161700,1667.41787122,583.832197571,761
081162100,1559.27453027,546.022162351,958
085000300,761.588594705,250.489829731,491
085000600,1152.39065817,362.199591526,471
085000700,550.735404896,229.673864264,1062
085000800,501.522167488,213.635028746,1421
085000900,1361.71568627,588.938286873,408
085001100,804.456582633,301.913107073,714
085001700,1166.85876993,475.10622462,439
085001800,1471.42335766,728.7770034,137
085002001,904.41638796,327.036029898,598
085002002,670.094368341,215.51600389,657
085002100,579.169792695,144.478198821,1013
085002700,1309.91914894,392.774560005,235
085002900,616.91983556,192.927706086,973
085003300,691.676746611,195.89237568,959
085003600,645.881736527,228.01332871,668
085003900,897.717305152,319.507175792,757
085004000,276.512648095,114.92833653,3123
085004700,723.347826087,322.204313408,736
085005000,679.833957553,224.790352538,801
085005900,778.674038462,279.734724739,1040
085006400,606.340909091,166.381660601,836
085006700,720.141681901,181.356885259,1094
085007000,374.887081784,152.897554609,2152
085007400,561.306122449,167.270792542,931
085007500,770.73959445,193.551250326,937
085007700,1635.0875,506.237973889,400
085008100,774.740547588,236.43105516,767
085008900,3876.3125,1061.67160526,16
085009601,616.925889328,189.436968409,1012
085009602,561.768303187,171.707437184,1161
085009700,742.461061947,237.567262306,1130
085010500,528.842877095,122.346852832,1432
085011201,425.597533632,152.662937514,1784
085011202,475.454479769,143.250005139,1384
085011401,644.369633508,189.883201747,955
085011402,610.584536082,196.930341477,970
085012100,654.627118644,219.611152809,1180
085012200,543.655115512,189.261024107,1212
085012500,915.71097561,216.098522666,820
085012804,714.882745472,233.643879412,1049
085012805,738.63340564,241.733991934,922
085012806,473.943949045,125.892770255,1570
085013201,948.399527187,302.907438098,423
085013203,596.045185185,170.358199275,1350
085013204,517.92513369,146.675405825,1309
085013301,1546.33618234,344.574743268,351
085013302,786.106463878,186.656890829,789
085013400,612.686178862,179.517340515,1230
085013800,390.074360212,99.6396490268,2071
085014100,924.494100295,220.984435402,678
085014604,520.98992294,190.103425647,1687
085014605,644.937554969,175.091273645,1137
085014606,529.53314121,227.926547077,1735
085014607,689.917192429,188.850294312,1268
085014608,724.078976641,180.396581832,899
085014700,489.692118227,187.14851237,1218
085015100,431.214904679,156.905956455,1731
085015400,4904.125,1723.42884022,16
085015601,534.26279471,164.292923143,1739
085015602,692.548141087,181.810834715,1049
085015603,714.651770658,189.183759087,1186
085016901,585.608640407,205.341586274,787
085017005,686.502017756,199.264737721,1239
085017007,905.726347915,268.432581287,983
085017008,488.20756547,186.206848354,2062
085017009,774.996491228,239.066056502,1140
085017010,428.498973306,159.099749801,2435
085017011,613.361911988,183.946630403,1318
085017012,729.685131195,205.029970019,1029
085017300,697.938718663,244.658280258,718
085017600,586.105482304,135.764681998,1441
085017700,415.947058824,199.296277793,2040
085018100,724.448024948,362.959223655,962
085018701,909.554806071,248.699111881,593
085018702,376.521805274,123.469772053,1972
085018901,416.568536726,103.455251986,1729
085018902,519.34422658,166.007541697,1377
085019700,839.729133858,214.915131335,635
085019800,480.157613967,103.88789847,2062
085020100,708.886278195,193.24862312,1064
085020700,578.223747981,118.533116638,1238
085020801,428.856135987,83.7978729471,2412
085020803,652.587942822,207.130374551,1609
085020804,638.035285285,206.107906923,1332
085021300,546.253343824,124.932332507,1271
085022300,953.463320463,187.813576644,777
085022600,541.770131772,157.874895342,2049
085022800,3632.71875,1908.3190894,64
085023100,679.326027397,164.535911772,1095
085023900,896.149054505,243.081520276,899
085024401,546.68027942,116.997748425,1861
085024402,686.737281701,127.310593882,1317
085024700,682.390713477,136.996484958,883
085024800,637.819134078,115.944083772,1432
085025100,416.502298851,100.343241452,1740
085027301,760.597130243,209.769318834,906
085027302,724.246857143,177.017959415,875
085027702,575.287296898,130.689735181,1354
085027704,921.176056338,238.042614052,852
085027705,770.067555556,197.55682954,1125
085027706,944.550744249,252.589393693,739
085027900,1061.4374034,289.585987054,647
085029102,989.520737327,381.330116194,868
085029103,478.389882788,102.472644594,1621
085029104,581.692815249,182.390496957,1364
085030301,498.920754717,142.399690503,1325
085030302,694.829286798,211.076858083,1318
085031901,865.697333333,198.632990054,750
085031902,655.984310487,163.703555962,1211
