BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,BUFF_DIST
Bronx,012102,2012102,E,BX27,Hunts Point,3710,0
Bronx,012500,2012500,E,BX35,Morrisania-Melrose,3705,0
Bronx,012701,2012701,E,BX27,Hunts Point,3710,0
Bronx,013000,2013000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,0
Bronx,013100,2013100,E,BX33,Longwood,3710,0
Bronx,014300,2014300,E,BX14,East Concourse-Concourse Village,3708,0
Bronx,016200,2016200,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,0
Bronx,016300,2016300,I,BX99,park-cemetery-etc-Bronx,3705,0
Bronx,016600,2016600,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,0
Bronx,017500,2017500,E,BX14,East Concourse-Concourse Village,3708,0
Bronx,017701,2017701,E,BX14,East Concourse-Concourse Village,3708,0
Bronx,017901,2017901,E,BX14,East Concourse-Concourse Village,3708,0
Bronx,017902,2017902,E,BX14,East Concourse-Concourse Village,3708,0
Bronx,018101,2018101,E,BX14,East Concourse-Concourse Village,3708,0
Bronx,018102,2018102,E,BX14,East Concourse-Concourse Village,3708,0
Bronx,020200,2020200,E,BX59,Westchester-Unionport,3709,0
Bronx,020400,2020400,E,BX59,Westchester-Unionport,3709,0
Bronx,020601,2020601,E,BX59,Westchester-Unionport,3709,0
Bronx,021601,2021601,E,BX08,West Farms-Bronx River,3709,0
Bronx,022102,2022102,E,BX63,West Concourse,3708,0
Bronx,022300,2022300,E,BX63,West Concourse,3708,0
Bronx,023200,2023200,E,BX37,Van Nest-Morris Park-Westchester Square,3704,0
Bronx,023600,2023600,I,BX37,Van Nest-Morris Park-Westchester Square,3704,0
Bronx,023703,2023703,E,BX40,Fordham South,3707,0
Bronx,023704,2023704,E,BX40,Fordham South,3707,0
Bronx,023900,2023900,E,BX40,Fordham South,3707,0
Bronx,024100,2024100,E,BX41,Mount Hope,3707,0
Bronx,024300,2024300,E,BX36,University Heights-Morris Heights,3707,0
Bronx,024502,2024502,E,BX36,University Heights-Morris Heights,3707,0
Bronx,024600,2024600,I,BX49,Pelham Parkway,3704,0
Bronx,025000,2025000,E,BX49,Pelham Parkway,3704,0
Bronx,025200,2025200,I,BX37,Van Nest-Morris Park-Westchester Square,3704,0
Bronx,025400,2025400,I,BX37,Van Nest-Morris Park-Westchester Square,3704,0
Bronx,028600,2028600,I,BX37,Van Nest-Morris Park-Westchester Square,3704,0
Bronx,028700,2028700,I,BX29,Spuyten Duyvil-Kingsbridge,3701,0
Bronx,028800,2028800,I,BX49,Pelham Parkway,3704,0
Bronx,030100,2030100,I,BX29,Spuyten Duyvil-Kingsbridge,3701,0
Bronx,031200,2031200,I,BX31,Allerton-Pelham Gardens,3704,0
Bronx,031400,2031400,I,BX31,Allerton-Pelham Gardens,3704,0
Bronx,031600,2031600,I,BX31,Allerton-Pelham Gardens,3704,0
Bronx,031800,2031800,I,BX31,Allerton-Pelham Gardens,3704,0
Bronx,033000,2033000,E,BX07,Bronxdale,3704,0
Bronx,033800,2033800,E,BX07,Bronxdale,3704,0
Bronx,036000,2036000,I,BX31,Allerton-Pelham Gardens,3704,0
Bronx,036400,2036400,I,BX03,Eastchester-Edenwald-Baychester,3702,0
Bronx,036502,2036502,E,BX17,East Tremont,3705,0
Bronx,036800,2036800,I,BX44,Williamsbridge-Olinville,3702,0
Bronx,037000,2037000,I,BX44,Williamsbridge-Olinville,3702,0
Bronx,037200,2037200,E,BX44,Williamsbridge-Olinville,3702,0
Bronx,038700,2038700,E,BX06,Belmont,3705,0
Bronx,039200,2039200,E,BX44,Williamsbridge-Olinville,3702,0
Bronx,039400,2039400,E,BX44,Williamsbridge-Olinville,3702,0
Bronx,039600,2039600,E,BX44,Williamsbridge-Olinville,3702,0
Bronx,039800,2039800,I,BX44,Williamsbridge-Olinville,3702,0
Bronx,039902,2039902,E,BX05,Bedford Park-Fordham North,3706,0
Bronx,040100,2040100,E,BX05,Bedford Park-Fordham North,3706,0
Bronx,040303,2040303,E,BX28,Van Cortlandt Village,3701,0
Bronx,040304,2040304,E,BX28,Van Cortlandt Village,3701,0
Bronx,040400,2040400,I,BX44,Williamsbridge-Olinville,3702,0
Bronx,040501,2040501,E,BX05,Bedford Park-Fordham North,3706,0
Bronx,040502,2040502,E,BX05,Bedford Park-Fordham North,3706,0
Bronx,040600,2040600,I,BX44,Williamsbridge-Olinville,3702,0
Bronx,040701,2040701,E,BX28,Van Cortlandt Village,3701,0
Bronx,040702,2040702,E,BX05,Bedford Park-Fordham North,3706,0
Bronx,041500,2041500,E,BX05,Bedford Park-Fordham North,3706,0
Bronx,042300,2042300,E,BX43,Norwood,3706,0
Bronx,042400,2042400,I,BX44,Williamsbridge-Olinville,3702,0
Bronx,042800,2042800,I,BX62,Woodlawn-Wakefield,3702,0
Bronx,042902,2042902,E,BX43,Norwood,3706,0
Bronx,043000,2043000,I,BX62,Woodlawn-Wakefield,3702,0
Bronx,043400,2043400,E,BX62,Woodlawn-Wakefield,3702,0
Bronx,043600,2043600,I,BX62,Woodlawn-Wakefield,3702,0
Bronx,045101,2045101,I,BX62,Woodlawn-Wakefield,3702,0
Bronx,015300,2015300,E,BX75,Crotona Park East,3705,0
Staten Island,008900,5008900,I,SI22,West New Brighton-New Brighton-St. George,3903,0
Queens,000200,4000200,E,QN53,Woodhaven,4111,0
Queens,000400,4000400,I,QN53,Woodhaven,4111,0
Queens,000600,4000600,E,QN53,Woodhaven,4111,0
Queens,000800,4000800,I,QN53,Woodhaven,4111,0
Queens,001000,4001000,I,QN53,Woodhaven,4111,0
Queens,001200,4001200,I,QN53,Woodhaven,4111,0
Queens,001400,4001400,I,QN53,Woodhaven,4111,0
Queens,001600,4001600,E,QN53,Woodhaven,4111,0
Queens,002800,4002800,I,QN54,Richmond Hill,4111,0
Queens,003100,4003100,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,0
Queens,003800,4003800,I,QN53,Woodhaven,4111,0
Queens,003900,4003900,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,0
Queens,004001,4004001,E,QN53,Woodhaven,4111,0
Queens,004401,4004401,E,QN56,Ozone Park,4113,0
Queens,005000,4005000,I,QN56,Ozone Park,4113,0
Queens,005100,4005100,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,0
Queens,005200,4005200,E,QN53,Woodhaven,4111,0
Queens,006502,4006502,E,QN70,Astoria,4101,0
Queens,007300,4007300,I,QN71,Old Astoria,4101,0
Queens,007900,4007900,E,QN71,Old Astoria,4101,0
Queens,009100,4009100,E,QN71,Old Astoria,4101,0
Queens,009400,4009400,E,QN55,South Ozone Park,4113,0
Queens,009700,4009700,I,QN72,Steinway,4101,0
Queens,010100,4010100,I,QN72,Steinway,4101,0
Queens,010200,4010200,E,QN55,South Ozone Park,4113,0
Queens,010400,4010400,E,QN55,South Ozone Park,4113,0
Queens,010600,4010600,I,QN55,South Ozone Park,4113,0
Queens,011100,4011100,I,QN72,Steinway,4101,0
Queens,011200,4011200,I,QN54,Richmond Hill,4111,0
Queens,011300,4011300,E,QN72,Steinway,4101,0
Queens,011400,4011400,E,QN54,Richmond Hill,4111,0
Queens,011500,4011500,E,QN72,Steinway,4101,0
Queens,011600,4011600,E,QN54,Richmond Hill,4111,0
Queens,011700,4011700,I,QN72,Steinway,4101,0
Queens,011900,4011900,E,QN72,Steinway,4101,0
Queens,012100,4012100,E,QN72,Steinway,4101,0
Queens,012400,4012400,E,QN54,Richmond Hill,4111,0
Queens,012601,4012601,E,QN54,Richmond Hill,4111,0
Queens,012602,4012602,I,QN54,Richmond Hill,4111,0
Queens,012800,4012800,I,QN54,Richmond Hill,4111,0
Queens,013000,4013000,I,QN54,Richmond Hill,4111,0
Queens,013600,4013600,I,QN60,Kew Gardens,4111,0
Queens,014000,4014000,I,QN60,Kew Gardens,4111,0
Queens,014300,4014300,E,QN70,Astoria,4101,0
Queens,014500,4014500,I,QN70,Astoria,4101,0
Queens,014700,4014700,I,QN70,Astoria,4101,0
Queens,014900,4014900,E,QN70,Astoria,4101,0
Queens,015300,4015300,I,QN70,Astoria,4101,0
Queens,015400,4015400,I,QN54,Richmond Hill,4111,0
Queens,015600,4015600,I,QN54,Richmond Hill,4111,0
Queens,015802,4015802,E,QN55,South Ozone Park,4113,0
Queens,016100,4016100,E,QN70,Astoria,4101,0
Queens,016400,4016400,E,QN55,South Ozone Park,4113,0
Queens,016600,4016600,E,QN55,South Ozone Park,4113,0
Queens,016800,4016800,E,QN55,South Ozone Park,4113,0
Queens,017200,4017200,I,QN55,South Ozone Park,4113,0
Queens,018000,4018000,E,QN55,South Ozone Park,4113,0
Queens,018501,4018501,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,0
Queens,018502,4018502,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,0
Queens,019000,4019000,I,QN76,Baisley Park,4112,0
Queens,023000,4023000,I,QN35,Briarwood-Jamaica Hills,4106,0
Queens,023200,4023200,I,QN35,Briarwood-Jamaica Hills,4106,0
Queens,024700,4024700,I,QN63,Woodside,4109,0
Queens,025900,4025900,E,QN63,Woodside,4109,0
Queens,026100,4026100,E,QN63,Woodside,4109,0
Queens,026600,4026600,E,QN01,South Jamaica,4112,0
Queens,026901,4026901,E,QN29,Elmhurst,4107,0
Queens,026902,4026902,E,QN29,Elmhurst,4107,0
Queens,027000,4027000,I,QN01,South Jamaica,4112,0
Queens,027100,4027100,E,QN29,Elmhurst,4107,0
Queens,027200,4027200,E,QN76,Baisley Park,4112,0
Queens,027300,4027300,E,QN28,Jackson Heights,4102,0
Queens,027400,4027400,I,QN76,Baisley Park,4112,0
Queens,027500,4027500,E,QN28,Jackson Heights,4102,0
Queens,027700,4027700,E,QN28,Jackson Heights,4102,0
Queens,027900,4027900,E,QN28,Jackson Heights,4102,0
Queens,028000,4028000,I,QN08,St. Albans,4112,0
Queens,028100,4028100,I,QN28,Jackson Heights,4102,0
Queens,028200,4028200,I,QN08,St. Albans,4112,0
Queens,028300,4028300,E,QN28,Jackson Heights,4102,0
Queens,028500,4028500,I,QN28,Jackson Heights,4102,0
Queens,028700,4028700,E,QN28,Jackson Heights,4102,0
Queens,028900,4028900,E,QN28,Jackson Heights,4102,0
Queens,030903,4030903,E,QN28,Jackson Heights,4102,0
Queens,032700,4032700,E,QN28,Jackson Heights,4102,0
Queens,032900,4032900,I,QN28,Jackson Heights,4102,0
Queens,033700,4033700,E,QN28,Jackson Heights,4102,0
Queens,033900,4033900,E,QN28,Jackson Heights,4102,0
Queens,034700,4034700,I,QN28,Jackson Heights,4102,0
Queens,035100,4035100,E,QN28,Jackson Heights,4102,0
Queens,035300,4035300,E,QN27,East Elmhurst,4102,0
Queens,036100,4036100,E,QN27,East Elmhurst,4102,0
Queens,036300,4036300,E,QN27,East Elmhurst,4102,0
Queens,036500,4036500,E,QN27,East Elmhurst,4102,0
Queens,036700,4036700,E,QN27,East Elmhurst,4102,0
Queens,037100,4037100,I,QN27,East Elmhurst,4102,0
Queens,037500,4037500,E,QN26,North Corona,4102,0
Queens,037700,4037700,E,QN26,North Corona,4102,0
Queens,037900,4037900,E,QN26,North Corona,4102,0
Queens,038400,4038400,I,QN08,St. Albans,4112,0
Queens,039400,4039400,I,QN08,St. Albans,4112,0
Queens,039900,4039900,E,QN25,Corona,4107,0
Queens,040000,4040000,I,QN08,St. Albans,4112,0
Queens,040100,4040100,E,QN26,North Corona,4102,0
Queens,040200,4040200,I,QN08,St. Albans,4112,0
Queens,040300,4040300,E,QN26,North Corona,4102,0
Queens,041100,4041100,E,QN25,Corona,4107,0
Queens,041300,4041300,E,QN25,Corona,4107,0
Queens,041500,4041500,E,QN25,Corona,4107,0
Queens,043400,4043400,I,QN01,South Jamaica,4112,0
Queens,044301,4044301,E,QN25,Corona,4107,0
Queens,044302,4044302,E,QN25,Corona,4107,0
Queens,044602,4044602,E,QN61,Jamaica,4112,0
Queens,044800,4044800,E,QN35,Briarwood-Jamaica Hills,4106,0
Queens,045700,4045700,E,QN29,Elmhurst,4107,0
Queens,045900,4045900,I,QN29,Elmhurst,4107,0
Queens,046100,4046100,E,QN29,Elmhurst,4107,0
Queens,046300,4046300,E,QN29,Elmhurst,4107,0
Queens,046500,4046500,E,QN29,Elmhurst,4107,0
Queens,046700,4046700,E,QN29,Elmhurst,4107,0
Queens,046900,4046900,E,QN29,Elmhurst,4107,0
Queens,048100,4048100,E,QN29,Elmhurst,4107,0
Queens,048300,4048300,E,QN50,Elmhurst-Maspeth,4109,0
Queens,048400,4048400,I,QN07,Hollis,4112,0
Queens,049500,4049500,I,QN30,Maspeth,4110,0
Queens,049600,4049600,I,QN34,Queens Village,4105,0
Queens,049900,4049900,E,QN29,Elmhurst,4107,0
Queens,050201,4050201,I,QN07,Hollis,4112,0
Queens,050202,4050202,I,QN07,Hollis,4112,0
Queens,050400,4050400,I,QN07,Hollis,4112,0
Queens,050600,4050600,I,QN07,Hollis,4112,0
Queens,050800,4050800,I,QN07,Hollis,4112,0
Queens,051000,4051000,I,QN07,Hollis,4112,0
Queens,051200,4051200,I,QN34,Queens Village,4105,0
Queens,051600,4051600,I,QN34,Queens Village,4105,0
Queens,051800,4051800,I,QN08,St. Albans,4112,0
Queens,052000,4052000,I,QN08,St. Albans,4112,0
Queens,052200,4052200,I,QN08,St. Albans,4112,0
Queens,052400,4052400,I,QN08,St. Albans,4112,0
Queens,052500,4052500,I,QN30,Maspeth,4110,0
Queens,052600,4052600,I,QN08,St. Albans,4112,0
Queens,053000,4053000,I,QN08,St. Albans,4112,0
Queens,053200,4053200,I,QN34,Queens Village,4105,0
Queens,053401,4053401,I,QN33,Cambria Heights,4105,0
Queens,053601,4053601,I,QN34,Queens Village,4105,0
Queens,054000,4054000,E,QN34,Queens Village,4105,0
Queens,054200,4054200,I,QN34,Queens Village,4105,0
Queens,054500,4054500,E,QN20,Ridgewood,4110,0
Queens,054700,4054700,E,QN20,Ridgewood,4110,0
Queens,054900,4054900,E,QN20,Ridgewood,4110,0
Queens,055100,4055100,E,QN20,Ridgewood,4110,0
Queens,055300,4055300,E,QN20,Ridgewood,4110,0
Queens,055500,4055500,E,QN20,Ridgewood,4110,0
Queens,055600,4055600,I,QN34,Queens Village,4105,0
Queens,055800,4055800,I,QN34,Queens Village,4105,0
Queens,058300,4058300,I,QN20,Ridgewood,4110,0
Queens,058500,4058500,E,QN20,Ridgewood,4110,0
Queens,058700,4058700,E,QN20,Ridgewood,4110,0
Queens,058900,4058900,E,QN20,Ridgewood,4110,0
Queens,059100,4059100,E,QN20,Ridgewood,4110,0
Queens,059300,4059300,E,QN20,Ridgewood,4110,0
Queens,059400,4059400,I,QN33,Cambria Heights,4105,0
Queens,059600,4059600,I,QN33,Cambria Heights,4105,0
Queens,059800,4059800,I,QN33,Cambria Heights,4105,0
Queens,059900,4059900,I,QN30,Maspeth,4110,0
Queens,060000,4060000,E,QN33,Cambria Heights,4105,0
Queens,060600,4060600,I,QN33,Cambria Heights,4105,0
Queens,060800,4060800,I,QN33,Cambria Heights,4105,0
Queens,061400,4061400,I,QN33,Cambria Heights,4105,0
Queens,061800,4061800,I,QN66,Laurelton,4105,0
Queens,062700,4062700,E,QN19,Glendale,4110,0
Queens,062900,4062900,E,QN19,Glendale,4110,0
Queens,063200,4063200,I,QN66,Laurelton,4105,0
Queens,064101,4064101,I,QN53,Woodhaven,4111,0
Queens,065702,4065702,I,QN21,Middle Village,4110,0
Queens,065703,4065703,I,QN21,Middle Village,4110,0
Queens,065900,4065900,I,QN21,Middle Village,4110,0
Queens,066000,4066000,I,QN05,Rosedale,4105,0
Queens,066100,4066100,I,QN21,Middle Village,4110,0
Queens,066300,4066300,I,QN21,Middle Village,4110,0
Queens,066701,4066701,I,QN21,Middle Village,4110,0
Queens,067100,4067100,I,QN21,Middle Village,4110,0
Queens,067700,4067700,I,QN21,Middle Village,4110,0
Queens,067900,4067900,I,QN21,Middle Village,4110,0
Queens,068700,4068700,I,QN18,Rego Park,4108,0
Queens,069000,4069000,I,QN03,Springfield Gardens South-Brookville,4105,0
Queens,069300,4069300,E,QN18,Rego Park,4108,0
Queens,069500,4069500,I,QN18,Rego Park,4108,0
Queens,069701,4069701,E,QN18,Rego Park,4108,0
Queens,069702,4069702,I,QN18,Rego Park,4108,0
Queens,071304,4071304,I,QN17,Forest Hills,4108,0
Queens,071306,4071306,I,QN17,Forest Hills,4108,0
Queens,071900,4071900,I,QN17,Forest Hills,4108,0
Queens,072100,4072100,I,QN17,Forest Hills,4108,0
Queens,072900,4072900,I,QN17,Forest Hills,4108,0
Queens,073100,4073100,I,QN17,Forest Hills,4108,0
Queens,073900,4073900,I,QN17,Forest Hills,4108,0
Queens,074100,4074100,I,QN17,Forest Hills,4108,0
Queens,074300,4074300,E,QN17,Forest Hills,4108,0
Queens,077903,4077903,I,QN37,Kew Gardens Hills,4106,0
Queens,077904,4077904,I,QN37,Kew Gardens Hills,4106,0
Queens,077906,4077906,I,QN37,Kew Gardens Hills,4106,0
Queens,079900,4079900,I,QN62,Queensboro Hill,4103,0
Queens,086100,4086100,I,QN52,East Flushing,4103,0
Queens,092800,4092800,I,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,0
Queens,102900,4102900,I,QN49,Whitestone,4103,0
Queens,103300,4103300,I,QN49,Whitestone,4103,0
Queens,103900,4103900,I,QN49,Whitestone,4103,0
Queens,105900,4105900,I,QN51,Murray Hill,4103,0
Queens,113900,4113900,I,QN48,Auburndale,4104,0
Queens,114700,4114700,I,QN51,Murray Hill,4103,0
Queens,115700,4115700,I,QN51,Murray Hill,4103,0
Queens,116100,4116100,E,QN22,Flushing,4103,0
Queens,117500,4117500,I,QN51,Murray Hill,4103,0
Queens,118100,4118100,I,QN48,Auburndale,4104,0
Queens,118500,4118500,I,QN52,East Flushing,4103,0
Queens,118700,4118700,I,QN52,East Flushing,4103,0
Queens,118900,4118900,I,QN52,East Flushing,4103,0
Queens,119100,4119100,E,QN52,East Flushing,4103,0
Queens,119300,4119300,I,QN52,East Flushing,4103,0
Queens,119500,4119500,I,QN52,East Flushing,4103,0
Queens,119900,4119900,E,QN52,East Flushing,4103,0
Queens,120100,4120100,I,QN52,East Flushing,4103,0
Queens,120300,4120300,I,QN52,East Flushing,4103,0
Queens,120500,4120500,E,QN52,East Flushing,4103,0
Queens,120700,4120700,I,QN52,East Flushing,4103,0
Queens,124100,4124100,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,0
Queens,124700,4124700,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,0
Queens,126500,4126500,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,0
Queens,129104,4129104,I,QN42,Oakland Gardens,4104,0
Queens,133900,4133900,I,QN41,Fresh Meadows-Utopia,4106,0
Queens,140901,4140901,E,QN46,Bayside-Bayside Hills,4104,0
Queens,140902,4140902,I,QN48,Auburndale,4104,0
Queens,145102,4145102,I,QN46,Bayside-Bayside Hills,4104,0
Queens,145900,4145900,I,QN48,Auburndale,4104,0
Queens,152902,4152902,I,QN45,Douglas Manor-Douglaston-Little Neck,4104,0
Queens,157102,4157102,I,QN43,Bellerose,4105,0
Queens,157901,4157901,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,0
Queens,157902,4157902,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,0
Queens,157903,4157903,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,0
Queens,001800,4001800,I,QN53,Woodhaven,4111,0
Queens,002000,4002000,E,QN53,Woodhaven,4111,0
Queens,020400,4020400,E,QN61,Jamaica,4112,0
Bronx,002702,2002702,E,BX39,Mott Haven-Port Morris,3710,0
Queens,003200,4003200,E,QN53,Woodhaven,4111,0
Queens,112900,4112900,I,QN46,Bayside-Bayside Hills,4104,0
Queens,026700,4026700,E,QN29,Elmhurst,4107,0
Bronx,036901,2036901,E,BX17,East Tremont,3705,0
Bronx,036902,2036902,E,BX17,East Tremont,3705,0
Brooklyn,073000,3073000,I,BK58,Flatlands,4009,0
Brooklyn,073200,3073200,I,BK58,Flatlands,4009,0
Bronx,038900,2038900,E,BX06,Belmont,3705,0
Queens,047000,4047000,I,QN61,Jamaica,4112,0
Bronx,023301,2023301,E,BX41,Mount Hope,3707,0
Bronx,023501,2023501,E,BX41,Mount Hope,3707,0
Bronx,016500,2016500,E,BX01,Claremont-Bathgate,3705,0
Bronx,040302,2040302,E,BX05,Bedford Park-Fordham North,3706,0
Bronx,026702,2026702,E,BX28,Van Cortlandt Village,3701,0
Bronx,040900,2040900,E,BX28,Van Cortlandt Village,3701,0
Queens,048000,4048000,I,QN61,Jamaica,4112,0
Queens,050000,4050000,E,QN07,Hollis,4112,0
Bronx,006400,2006400,E,BX08,West Farms-Bronx River,3709,0
Bronx,023302,2023302,E,BX41,Mount Hope,3707,0
Bronx,023502,2023502,E,BX41,Mount Hope,3707,0
Queens,018800,4018800,I,QN76,Baisley Park,4112,0
Queens,019200,4019200,I,QN76,Baisley Park,4112,0
Queens,017400,4017400,I,QN55,South Ozone Park,4113,0
Queens,017600,4017600,E,QN55,South Ozone Park,4113,0
Queens,143500,4143500,I,QN46,Bayside-Bayside Hills,4104,0
Queens,121100,4121100,I,QN99,park-cemetery-etc-Queens,4103,0
Queens,013800,4013800,I,QN60,Kew Gardens,4111,0
Queens,028400,4028400,I,QN76,Baisley Park,4112,0
Queens,058000,4058000,I,QN34,Queens Village,4105,0
Queens,071303,4071303,I,QN17,Forest Hills,4108,0
Queens,077902,4077902,I,QN37,Kew Gardens Hills,4106,0
Queens,077907,4077907,E,QN37,Kew Gardens Hills,4106,0
Queens,017000,4017000,I,QN55,South Ozone Park,4113,0
Queens,019400,4019400,I,QN01,South Jamaica,4112,0
Brooklyn,002200,3002200,E,BK32,Sunset Park West,4012,0
Bronx,011900,2011900,E,BX27,Hunts Point,3710,0
Brooklyn,097400,3097400,I,BK50,Canarsie,4009,0
Brooklyn,109800,3109800,I,BK82,East New York,4008,0
Brooklyn,044500,3044500,E,BK77,Bushwick North,4002,0
Brooklyn,044700,3044700,E,BK77,Bushwick North,4002,0
Queens,061602,4061602,I,QN05,Rosedale,4105,0
Manhattan,023502,1023502,E,MN03,Central Harlem North-Polo Grounds,3803,0
Brooklyn,006600,3006600,E,BK31,Bay Ridge,4013,0
Brooklyn,013400,3013400,I,BK31,Bay Ridge,4013,0
Manhattan,019702,1019702,E,MN11,Central Harlem South,3803,0
Manhattan,004000,1004000,I,MN22,East Village,3809,0
Brooklyn,007000,3007000,I,BK31,Bay Ridge,4013,0
Brooklyn,007200,3007200,E,BK32,Sunset Park West,4012,0
Brooklyn,003800,3003800,I,BK31,Bay Ridge,4013,0
Bronx,051600,2051600,I,BX10,Pelham Bay-Country Club-City Island,3703,0
Brooklyn,062000,3062000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,0
Brooklyn,039000,3039000,I,BK25,Homecrest,4016,0
Bronx,032800,2032800,E,BX07,Bronxdale,3704,0
Bronx,034000,2034000,E,BX07,Bronxdale,3704,0
Brooklyn,004900,3004900,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,0
Brooklyn,006300,3006300,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,0
Brooklyn,009400,3009400,E,BK34,Sunset Park East,4012,0
Brooklyn,009600,3009600,E,BK34,Sunset Park East,4012,0
Brooklyn,008200,3008200,E,BK32,Sunset Park West,4012,0
Brooklyn,008600,3008600,I,BK34,Sunset Park East,4012,0
Brooklyn,117602,3117602,E,BK83,Cypress Hills-City Line,4008,0
Brooklyn,117800,3117800,E,BK83,Cypress Hills-City Line,4008,0
Queens,032800,4032800,I,QN66,Laurelton,4105,0
Manhattan,020500,1020500,I,MN09,Morningside Heights,3802,0
Brooklyn,055100,3055100,E,BK73,North Side-South Side,4001,0
Brooklyn,114202,3114202,E,BK83,Cypress Hills-City Line,4008,0
Brooklyn,064200,3064200,I,BK44,Madison,4016,0
Brooklyn,064400,3064400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,0
Queens,005500,4005500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,0
Brooklyn,000502,3000502,I,BK09,Brooklyn Heights-Cobble Hill,4004,0
Manhattan,010100,1010100,I,MN17,Midtown-Midtown South,3807,0
Manhattan,010900,1010900,I,MN17,Midtown-Midtown South,3807,0
Manhattan,011900,1011900,E,MN17,Midtown-Midtown South,3807,0
Manhattan,012500,1012500,I,MN17,Midtown-Midtown South,3807,0
Manhattan,016900,1016900,I,MN12,Upper West Side,3806,0
Manhattan,017300,1017300,I,MN12,Upper West Side,3806,0
Manhattan,017500,1017500,I,MN12,Upper West Side,3806,0
Manhattan,022500,1022500,E,MN04,Hamilton Heights,3802,0
Manhattan,020300,1020300,E,MN09,Morningside Heights,3802,0
Manhattan,023100,1023100,E,MN04,Hamilton Heights,3802,0
Manhattan,024500,1024500,E,MN36,Washington Heights South,3801,0
Manhattan,025100,1025100,E,MN36,Washington Heights South,3801,0
Manhattan,027100,1027100,E,MN35,Washington Heights North,3801,0
Manhattan,029100,1029100,E,MN01,Marble Hill-Inwood,3801,0
Manhattan,029300,1029300,E,MN01,Marble Hill-Inwood,3801,0
Manhattan,002601,1002601,E,MN28,Lower East Side,3809,0
Manhattan,002602,1002602,E,MN28,Lower East Side,3809,0
Brooklyn,020000,3020000,E,BK30,Dyker Heights,4013,0
Brooklyn,020200,3020200,I,BK30,Dyker Heights,4013,0
Brooklyn,016000,3016000,E,BK31,Bay Ridge,4013,0
Brooklyn,016800,3016800,I,BK27,Bath Beach,4017,0
Manhattan,006400,1006400,I,MN21,Gramercy,3808,0
Manhattan,010800,1010800,I,MN19,Turtle Bay-East Midtown,3808,0
Bronx,013800,2013800,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,0
Bronx,015800,2015800,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,0
Brooklyn,036001,3036001,E,BK19,Brighton Beach,4018,0
Bronx,037900,2037900,E,BX41,Mount Hope,3707,0
Bronx,038100,2038100,E,BX41,Mount Hope,3707,0
Manhattan,003001,1003001,E,MN27,Chinatown,3809,0
Manhattan,003002,1003002,E,MN22,East Village,3809,0
Manhattan,005900,1005900,I,MN23,West Village,3810,0
Brooklyn,089200,3089200,E,BK81,Brownsville,4007,0
Manhattan,005600,1005600,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,0
Brooklyn,005400,3005400,I,BK31,Bay Ridge,4013,0
Bronx,002500,2002500,E,BX39,Mott Haven-Port Morris,3710,0
Bronx,015200,2015200,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,0
Bronx,044200,2044200,E,BX62,Woodlawn-Wakefield,3702,0
Queens,065000,4065000,I,QN66,Laurelton,4105,0
Brooklyn,058200,3058200,E,BK25,Homecrest,4016,0
Brooklyn,055400,3055400,E,BK25,Homecrest,4016,0
Brooklyn,055600,3055600,I,BK25,Homecrest,4016,0
Brooklyn,152200,3152200,I,BK42,Flatbush,4015,0
Brooklyn,021700,3021700,E,BK61,Crown Heights North,4006,0
Brooklyn,083400,3083400,I,BK91,East Flatbush-Farragut,4010,0
Brooklyn,085400,3085400,I,BK91,East Flatbush-Farragut,4010,0
Queens,078800,4078800,I,QN76,Baisley Park,4112,0
Bronx,022403,2022403,E,BX49,Pelham Parkway,3704,0
Brooklyn,046201,3046201,E,BK42,Flatbush,4015,0
Brooklyn,046202,3046202,E,BK46,Ocean Parkway South,4014,0
Bronx,044400,2044400,I,BX62,Woodlawn-Wakefield,3702,0
Bronx,044800,2044800,I,BX62,Woodlawn-Wakefield,3702,0
