BoroName,CT2010,BoroCT2010,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,BUFF_DIST
Brooklyn,083800,3083800,BK91,East Flatbush-Farragut,4010,5510.798765,1796855.892,0
Brooklyn,084000,3084000,BK91,East Flatbush-Farragut,4010,5550.282711,1830663.382,0
Brooklyn,084600,3084600,BK96,Rugby-Remsen Village,4010,5454.284446,1778802.697,0
Brooklyn,084800,3084800,BK96,Rugby-Remsen Village,4010,4899.596749,1479845.466,0
Brooklyn,085000,3085000,BK91,East Flatbush-Farragut,4010,7007.33743,1556707.784,0
Brooklyn,085600,3085600,BK91,East Flatbush-Farragut,4010,6257.941912,1707739.552,0
Brooklyn,086000,3086000,BK91,East Flatbush-Farragut,4010,5829.769732,1873858.606,0
Brooklyn,086200,3086200,BK96,Rugby-Remsen Village,4010,4925.087366,1508724.512,0
Brooklyn,086400,3086400,BK96,Rugby-Remsen Village,4010,5386.181926,1621224.165,0
Brooklyn,086600,3086600,BK96,Rugby-Remsen Village,4010,7518.421482,1684237.127,0
Brooklyn,086800,3086800,BK96,Rugby-Remsen Village,4010,5606.519521,1879388.248,0
Brooklyn,087000,3087000,BK91,East Flatbush-Farragut,4010,5647.036224,1676352.316,0
Brooklyn,087200,3087200,BK91,East Flatbush-Farragut,4010,5610.189234,1584291.037,0
Brooklyn,087401,3087401,BK60,Prospect Lefferts Gardens-Wingate,4011,5379.980032,1405606.824,0
Brooklyn,087800,3087800,BK60,Prospect Lefferts Gardens-Wingate,4011,6146.794989,1629552.999,0
Brooklyn,088200,3088200,BK96,Rugby-Remsen Village,4010,8734.805711,2188027.807,0
Brooklyn,088400,3088400,BK96,Rugby-Remsen Village,4010,6494.430087,1797773.031,0
Brooklyn,088600,3088600,BK96,Rugby-Remsen Village,4010,6397.294611,1934361.744,0
Brooklyn,088800,3088800,BK96,Rugby-Remsen Village,4010,6440.922251,2166799.521,0
Brooklyn,089000,3089000,BK96,Rugby-Remsen Village,4010,9452.909696,2672111.336,0
Brooklyn,089400,3089400,BK81,Brownsville,4007,6291.046025,1853454.089,0
Brooklyn,089600,3089600,BK81,Brownsville,4007,5646.716978,1605933.945,0
Brooklyn,089800,3089800,BK81,Brownsville,4007,5546.683531,1661400.08,0
Brooklyn,090200,3090200,BK81,Brownsville,4007,6035.680233,2051102.874,0
Brooklyn,090600,3090600,BK81,Brownsville,4007,6160.4634,2107747.339,0
Brooklyn,091600,3091600,BK81,Brownsville,4007,6785.204471,2321085.571,0
Brooklyn,091800,3091800,BK81,Brownsville,4007,6504.836893,2256021.135,0
Brooklyn,092000,3092000,BK81,Brownsville,4007,6706.177055,2555478.214,0
Brooklyn,092200,3092200,BK81,Brownsville,4007,7713.689679,1743529.681,0
Brooklyn,092400,3092400,BK81,Brownsville,4007,8447.4214,2709111.047,0
Brooklyn,092800,3092800,BK96,Rugby-Remsen Village,4010,5286.460687,1692107.985,0
Brooklyn,093000,3093000,BK96,Rugby-Remsen Village,4010,6635.848345,2090418.901,0
Brooklyn,093800,3093800,BK96,Rugby-Remsen Village,4010,5280.362743,1411460.03,0
Brooklyn,095400,3095400,BK50,Canarsie,4009,6931.218491,2551621.26,0
Brooklyn,095600,3095600,BK50,Canarsie,4009,8009.771405,2557409.136,0
Brooklyn,095800,3095800,BK50,Canarsie,4009,6859.008734,2523068.085,0
Brooklyn,096400,3096400,BK50,Canarsie,4009,5517.262767,1900792.3,0
Brooklyn,096600,3096600,BK50,Canarsie,4009,6518.291292,1950813.698,0
Brooklyn,096800,3096800,BK50,Canarsie,4009,5097.840527,1603786.871,0
Brooklyn,097000,3097000,BK50,Canarsie,4009,5377.961116,1759315.576,0
Brooklyn,098400,3098400,BK50,Canarsie,4009,4686.586215,1214786.691,0
Brooklyn,098600,3098600,BK50,Canarsie,4009,5278.877116,1677791.553,0
Brooklyn,098800,3098800,BK50,Canarsie,4009,5359.321707,1743253.151,0
Brooklyn,099000,3099000,BK50,Canarsie,4009,5378.754029,1762100.332,0
Brooklyn,099200,3099200,BK50,Canarsie,4009,5262.824766,1448961.107,0
Brooklyn,099400,3099400,BK50,Canarsie,4009,5763.484843,1872516.865,0
Brooklyn,099600,3099600,BK50,Canarsie,4009,5666.142206,2041897.347,0
Brooklyn,100400,3100400,BK50,Canarsie,4009,4996.868566,1421504.199,0
Brooklyn,100600,3100600,BK50,Canarsie,4009,5220.149814,1637144.158,0
Brooklyn,100800,3100800,BK50,Canarsie,4009,5432.52851,1602833.033,0
Brooklyn,101000,3101000,BK50,Canarsie,4009,5605.215519,1844400.828,0
Brooklyn,101200,3101200,BK50,Canarsie,4009,5338.621029,1730638.624,0
Brooklyn,101400,3101400,BK50,Canarsie,4009,5259.876992,1668038.316,0
Brooklyn,101600,3101600,BK50,Canarsie,4009,4674.608494,1210060.371,0
Brooklyn,101800,3101800,BK50,Canarsie,4009,14375.58136,2623263.499,0
Brooklyn,102000,3102000,BK50,Canarsie,4009,5294.223181,1690994.848,0
Brooklyn,102400,3102400,BK50,Canarsie,4009,5452.825317,1540219.432,0
Brooklyn,102600,3102600,BK50,Canarsie,4009,5343.140587,1462012.237,0
Brooklyn,111000,3111000,BK82,East New York,4008,4637.069015,1326238.796,0
Brooklyn,112000,3112000,BK82,East New York,4008,5493.043248,1861924.203,0
Brooklyn,112200,3112200,BK85,East New York (Pennsylvania Ave),4007,5931.016912,1747124.269,0
Brooklyn,112400,3112400,BK82,East New York,4008,5874.918431,1914338.705,0
Brooklyn,112600,3112600,BK85,East New York (Pennsylvania Ave),4007,5460.421257,1813472.175,0
Brooklyn,112800,3112800,BK85,East New York (Pennsylvania Ave),4007,5742.492678,1982798.084,0
Brooklyn,113000,3113000,BK85,East New York (Pennsylvania Ave),4007,7587.901797,2086280.511,0
Brooklyn,113400,3113400,BK85,East New York (Pennsylvania Ave),4007,5266.485037,1651198.365,0
Brooklyn,114600,3114600,BK83,Cypress Hills-City Line,4008,5921.102177,1723239.684,0
Brooklyn,115000,3115000,BK82,East New York,4008,5234.745012,1703334.242,0
Brooklyn,115200,3115200,BK82,East New York,4008,5358.559601,1788251.795,0
Brooklyn,115600,3115600,BK85,East New York (Pennsylvania Ave),4007,5354.677995,1720940.11,0
Brooklyn,115800,3115800,BK85,East New York (Pennsylvania Ave),4007,5290.733504,1668175.775,0
Brooklyn,116000,3116000,BK82,East New York,4008,5240.898039,1629832.721,0
Brooklyn,116200,3116200,BK82,East New York,4008,5134.956843,1543810.242,0
Brooklyn,116400,3116400,BK82,East New York,4008,5646.04795,1954432.598,0
Brooklyn,116600,3116600,BK82,East New York,4008,5251.282431,1715706.348,0
Brooklyn,116800,3116800,BK82,East New York,4008,5447.927978,1549346.288,0
Brooklyn,117000,3117000,BK82,East New York,4008,5331.20046,1653944.02,0
Brooklyn,117201,3117201,BK83,Cypress Hills-City Line,4008,5149.182118,1390018.191,0
Brooklyn,117202,3117202,BK83,Cypress Hills-City Line,4008,5193.718509,1634622.2,0
Brooklyn,119200,3119200,BK82,East New York,4008,6322.103566,2426609.846,0
Brooklyn,119400,3119400,BK82,East New York,4008,5622.863765,1964535.92,0
Bronx,001600,2001600,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,9671.306282,5221332.296,0
Bronx,002701,2002701,BX39,Mott Haven-Port Morris,3710,4113.174278,877836.8768,0
Bronx,003300,2003300,BX39,Mott Haven-Port Morris,3710,5957.06707,1639977.74,0
Bronx,003500,2003500,BX39,Mott Haven-Port Morris,3710,5804.923408,1525330.728,0
Bronx,003700,2003700,BX39,Mott Haven-Port Morris,3710,5545.814158,1787327.102,0
Bronx,003800,2003800,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,3473.805854,682166.2097,0
Bronx,004001,2004001,BX55,Soundview-Bruckner,3709,4916.715728,1325276.216,0
Bronx,004400,2004400,BX55,Soundview-Bruckner,3709,8675.983418,2884624.058,0
Bronx,004800,2004800,BX55,Soundview-Bruckner,3709,5406.982299,1568167.534,0
Bronx,005002,2005002,BX55,Soundview-Bruckner,3709,4539.789538,1226231.224,0
Bronx,006800,2006800,BX55,Soundview-Bruckner,3709,5612.229443,1692236.92,0
Bronx,007000,2007000,BX55,Soundview-Bruckner,3709,6251.69253,2207823.454,0
Bronx,008900,2008900,BX27,Hunts Point,3710,5220.492423,1174411.473,0
Bronx,012101,2012101,BX35,Morrisania-Melrose,3705,4426.945769,1251776.337,0
Bronx,012102,2012102,BX27,Hunts Point,3710,3955.660263,556269.4111,0
Bronx,012500,2012500,BX35,Morrisania-Melrose,3705,5707.516696,1828803.462,0
Bronx,012701,2012701,BX27,Hunts Point,3710,5036.14187,1172804.161,0
Bronx,013000,2013000,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,6464.560479,1250249.41,0
Bronx,013100,2013100,BX33,Longwood,3710,6532.351827,2475848.308,0
Bronx,014300,2014300,BX14,East Concourse-Concourse Village,3708,6701.75201,1395894.317,0
Bronx,016200,2016200,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5599.107977,1944076.728,0
Bronx,016300,2016300,BX99,park-cemetery-etc-Bronx,3705,11728.46748,6340258.688,0
Bronx,016600,2016600,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,7735.978447,3078388.84,0
Bronx,017500,2017500,BX14,East Concourse-Concourse Village,3708,5723.653764,1631792.181,0
Bronx,017701,2017701,BX14,East Concourse-Concourse Village,3708,5248.100008,1147267.723,0
Bronx,017901,2017901,BX14,East Concourse-Concourse Village,3708,3668.116887,825937.1731,0
Bronx,017902,2017902,BX14,East Concourse-Concourse Village,3708,3696.534095,827548.4377,0
Bronx,018101,2018101,BX14,East Concourse-Concourse Village,3708,4191.700104,831112.957,0
Bronx,018102,2018102,BX14,East Concourse-Concourse Village,3708,4350.639154,1040321.78,0
Bronx,020200,2020200,BX59,Westchester-Unionport,3709,4746.741993,1343330.982,0
Bronx,020400,2020400,BX59,Westchester-Unionport,3709,4796.30993,1447955.991,0
Bronx,020601,2020601,BX59,Westchester-Unionport,3709,5642.628278,1629908.752,0
Bronx,021601,2021601,BX08,West Farms-Bronx River,3709,7401.554503,1761363.274,0
Bronx,022102,2022102,BX63,West Concourse,3708,3892.762204,842620.0576,0
Bronx,022300,2022300,BX63,West Concourse,3708,4039.181753,1001578.214,0
Bronx,023200,2023200,BX37,Van Nest-Morris Park-Westchester Square,3704,5317.057856,1536082.354,0
Bronx,023600,2023600,BX37,Van Nest-Morris Park-Westchester Square,3704,5127.756754,989504.9385,0
Bronx,023703,2023703,BX40,Fordham South,3707,4924.111859,1071852.257,0
Bronx,023704,2023704,BX40,Fordham South,3707,3619.405267,727296.2854,0
Bronx,023900,2023900,BX40,Fordham South,3707,7299.846485,1912484.451,0
Bronx,024100,2024100,BX41,Mount Hope,3707,5331.635821,1449100.376,0
Bronx,024300,2024300,BX36,University Heights-Morris Heights,3707,6194.054482,1607394.758,0
Bronx,024502,2024502,BX36,University Heights-Morris Heights,3707,4205.945634,1071093.686,0
Bronx,024600,2024600,BX49,Pelham Parkway,3704,7512.580171,1640625.808,0
Bronx,025000,2025000,BX49,Pelham Parkway,3704,6978.088942,1955822.506,0
Bronx,025200,2025200,BX37,Van Nest-Morris Park-Westchester Square,3704,6947.917168,2048258.644,0
Bronx,025400,2025400,BX37,Van Nest-Morris Park-Westchester Square,3704,6405.470728,1828910.722,0
Bronx,028600,2028600,BX37,Van Nest-Morris Park-Westchester Square,3704,6083.963592,2117837.33,0
Bronx,028700,2028700,BX29,Spuyten Duyvil-Kingsbridge,3701,5236.720734,1670599.143,0
Bronx,028800,2028800,BX49,Pelham Parkway,3704,8206.409489,3616695.473,0
Bronx,030100,2030100,BX29,Spuyten Duyvil-Kingsbridge,3701,5128.741218,1583340.278,0
Bronx,031200,2031200,BX31,Allerton-Pelham Gardens,3704,7184.57092,2175834.037,0
Bronx,031400,2031400,BX31,Allerton-Pelham Gardens,3704,7230.039004,2272270.832,0
Bronx,031600,2031600,BX31,Allerton-Pelham Gardens,3704,6325.933972,1906941.264,0
Bronx,031800,2031800,BX31,Allerton-Pelham Gardens,3704,7249.431697,1919429.518,0
Bronx,033000,2033000,BX07,Bronxdale,3704,7143.781508,2218401.19,0
Bronx,033800,2033800,BX07,Bronxdale,3704,5944.42355,1737241.484,0
Bronx,036000,2036000,BX31,Allerton-Pelham Gardens,3704,7630.000344,2857375.061,0
Bronx,036400,2036400,BX03,Eastchester-Edenwald-Baychester,3702,6813.174264,2191493.946,0
Bronx,036502,2036502,BX17,East Tremont,3705,4332.70917,1050346.584,0
Bronx,036800,2036800,BX44,Williamsbridge-Olinville,3702,6000.416559,1820227.889,0
Bronx,037000,2037000,BX44,Williamsbridge-Olinville,3702,5159.57034,1709084.349,0
Bronx,037200,2037200,BX44,Williamsbridge-Olinville,3702,6270.899469,2008935.284,0
Bronx,038700,2038700,BX06,Belmont,3705,6112.839243,1969718.624,0
Bronx,039200,2039200,BX44,Williamsbridge-Olinville,3702,4077.697526,1035565.191,0
Bronx,039400,2039400,BX44,Williamsbridge-Olinville,3702,5629.580486,1560974.386,0
Bronx,039600,2039600,BX44,Williamsbridge-Olinville,3702,6233.370213,2402726.497,0
Bronx,039800,2039800,BX44,Williamsbridge-Olinville,3702,5909.034194,2172955.464,0
Bronx,039902,2039902,BX05,Bedford Park-Fordham North,3706,5160.371025,1309646.584,0
Bronx,040100,2040100,BX05,Bedford Park-Fordham North,3706,5663.364248,1841945.94,0
Bronx,040303,2040303,BX28,Van Cortlandt Village,3701,3875.771223,949187.7744,0
Bronx,040304,2040304,BX28,Van Cortlandt Village,3701,3459.318919,723328.2617,0
Bronx,040400,2040400,BX44,Williamsbridge-Olinville,3702,6116.027024,2316966.975,0
Bronx,040501,2040501,BX05,Bedford Park-Fordham North,3706,4542.805276,873437.2412,0
Bronx,040502,2040502,BX05,Bedford Park-Fordham North,3706,5358.570275,1534114.726,0
Bronx,040600,2040600,BX44,Williamsbridge-Olinville,3702,6241.567028,2403938.473,0
Bronx,040701,2040701,BX28,Van Cortlandt Village,3701,3907.0327,630566.0292,0
Bronx,040702,2040702,BX05,Bedford Park-Fordham North,3706,6195.824398,1956959.066,0
Bronx,041500,2041500,BX05,Bedford Park-Fordham North,3706,5181.193175,1471378.177,0
Bronx,042200,2042200,BX44,Williamsbridge-Olinville,3702,5599.161237,1884434.553,0
Bronx,042300,2042300,BX43,Norwood,3706,6174.663568,1939179.597,0
Bronx,042400,2042400,BX44,Williamsbridge-Olinville,3702,5694.371835,1882378.371,0
Bronx,042800,2042800,BX62,Woodlawn-Wakefield,3702,5422.980191,1821035.079,0
Bronx,042902,2042902,BX43,Norwood,3706,4590.905607,1011499.021,0
Bronx,043000,2043000,BX62,Woodlawn-Wakefield,3702,5850.896794,2219376.164,0
Bronx,043400,2043400,BX62,Woodlawn-Wakefield,3702,10436.35116,3761013.011,0
Bronx,043600,2043600,BX62,Woodlawn-Wakefield,3702,5633.954983,1679294.22,0
Bronx,045101,2045101,BX62,Woodlawn-Wakefield,3702,5711.491891,1854782.775,0
Bronx,015300,2015300,BX75,Crotona Park East,3705,7303.681608,2525294.058,0
Staten Island,008900,5008900,SI22,West New Brighton-New Brighton-St. George,3903,168.5243375,581.9571383,0
Queens,000200,4000200,QN53,Woodhaven,4111,5114.375629,1665497.04,0
Queens,000400,4000400,QN53,Woodhaven,4111,6508.270997,2420892.267,0
Queens,000600,4000600,QN53,Woodhaven,4111,6437.134398,2307341.006,0
Queens,000800,4000800,QN53,Woodhaven,4111,5918.323624,2043534.236,0
Queens,001000,4001000,QN53,Woodhaven,4111,5286.510687,1743090.058,0
Queens,001200,4001200,QN53,Woodhaven,4111,6305.939777,2420974.025,0
Queens,001400,4001400,QN53,Woodhaven,4111,6059.96299,2305944.332,0
Queens,001600,4001600,QN53,Woodhaven,4111,5985.307007,1623632.693,0
Queens,002800,4002800,QN54,Richmond Hill,4111,6400.430919,2386683.268,0
Queens,003100,4003100,QN68,Queensbridge-Ravenswood-Long Island City,4101,6683.010625,1775765.185,0
Queens,003800,4003800,QN53,Woodhaven,4111,7114.920846,1896703.691,0
Queens,003900,4003900,QN68,Queensbridge-Ravenswood-Long Island City,4101,7160.549592,1580667.057,0
Queens,004001,4004001,QN53,Woodhaven,4111,6859.283268,1875952.893,0
Queens,004401,4004401,QN56,Ozone Park,4113,7938.05461,2832837.412,0
Queens,005000,4005000,QN56,Ozone Park,4113,5156.215811,1637725.626,0
Queens,005100,4005100,QN68,Queensbridge-Ravenswood-Long Island City,4101,5387.367052,1476104.593,0
Queens,005200,4005200,QN53,Woodhaven,4111,5322.702406,1405673.95,0
Queens,006502,4006502,QN70,Astoria,4101,5907.491016,1650722.263,0
Queens,007300,4007300,QN71,Old Astoria,4101,4972.888314,1523722.904,0
Queens,007900,4007900,QN71,Old Astoria,4101,5365.901289,1727511.033,0
Queens,009100,4009100,QN71,Old Astoria,4101,9267.194098,2005223.278,0
Queens,009400,4009400,QN55,South Ozone Park,4113,7131.930991,1869642.049,0
Queens,009700,4009700,QN72,Steinway,4101,6276.08815,2172165.574,0
Queens,010100,4010100,QN72,Steinway,4101,5978.847817,1859725.4,0
Queens,010200,4010200,QN55,South Ozone Park,4113,7032.656098,2302072.588,0
Queens,010400,4010400,QN55,South Ozone Park,4113,6736.550089,2007367.496,0
Queens,010600,4010600,QN55,South Ozone Park,4113,8845.978322,1862499.144,0
Queens,011100,4011100,QN72,Steinway,4101,5447.70034,1622555.585,0
Queens,011200,4011200,QN54,Richmond Hill,4111,6398.945814,2029245.438,0
Queens,011300,4011300,QN72,Steinway,4101,6050.897732,1922996.042,0
Queens,011400,4011400,QN54,Richmond Hill,4111,5044.56824,1308602.975,0
Queens,011500,4011500,QN72,Steinway,4101,5907.89869,1997244.194,0
Queens,011600,4011600,QN54,Richmond Hill,4111,5806.252835,1502722.922,0
Queens,011700,4011700,QN72,Steinway,4101,6365.303259,2290673.01,0
Queens,011900,4011900,QN72,Steinway,4101,4488.11142,1199795.087,0
Queens,012100,4012100,QN72,Steinway,4101,5080.832384,1484400.402,0
Queens,012400,4012400,QN54,Richmond Hill,4111,6137.103837,2103190.187,0
Queens,012601,4012601,QN54,Richmond Hill,4111,5764.749961,1585195.988,0
Queens,012602,4012602,QN54,Richmond Hill,4111,5581.885144,1583994.728,0
Queens,012800,4012800,QN54,Richmond Hill,4111,5824.971856,1721777.311,0
Queens,013000,4013000,QN54,Richmond Hill,4111,7748.102082,2016150.953,0
Queens,013600,4013600,QN60,Kew Gardens,4111,5973.832764,1632351.258,0
Queens,014000,4014000,QN60,Kew Gardens,4111,7299.169874,2390486.859,0
Queens,014300,4014300,QN70,Astoria,4101,5416.759375,1469451.935,0
Queens,014500,4014500,QN70,Astoria,4101,4713.297134,1374740.001,0
Queens,014700,4014700,QN70,Astoria,4101,6043.088482,1592386.541,0
Queens,014900,4014900,QN70,Astoria,4101,4285.463597,1147477.904,0
Queens,015300,4015300,QN70,Astoria,4101,4615.607896,1309390.558,0
Queens,015400,4015400,QN54,Richmond Hill,4111,7745.387272,1617854.278,0
Queens,015600,4015600,QN54,Richmond Hill,4111,7347.451606,2253099.498,0
Queens,015802,4015802,QN55,South Ozone Park,4113,7751.28564,2997105.62,0
Queens,016100,4016100,QN70,Astoria,4101,4505.243233,1157640.286,0
Queens,016400,4016400,QN55,South Ozone Park,4113,6846.239778,2129308.776,0
Queens,016600,4016600,QN55,South Ozone Park,4113,9392.753172,2185345.324,0
Queens,016800,4016800,QN55,South Ozone Park,4113,7492.315169,2276026.944,0
Queens,017200,4017200,QN55,South Ozone Park,4113,7468.943432,2076615.058,0
Queens,018000,4018000,QN55,South Ozone Park,4113,5791.690787,1533595.043,0
Queens,018501,4018501,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4479.673741,1060457.906,0
Queens,018502,4018502,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4478.896619,1059000.845,0
Queens,019000,4019000,QN76,Baisley Park,4112,6323.596634,2026398.545,0
Queens,023000,4023000,QN35,Briarwood-Jamaica Hills,4106,6035.910705,1782960.133,0
Queens,023200,4023200,QN35,Briarwood-Jamaica Hills,4106,8955.449623,3557225.332,0
Queens,025900,4025900,QN63,Woodside,4109,6688.71681,2014820.41,0
Queens,026100,4026100,QN63,Woodside,4109,6592.531475,2384003.766,0
Queens,026600,4026600,QN01,South Jamaica,4112,6384.49039,1861807.641,0
Queens,026901,4026901,QN29,Elmhurst,4107,5493.252945,1230343.788,0
Queens,026902,4026902,QN29,Elmhurst,4107,3699.99217,844998.0225,0
Queens,027000,4027000,QN01,South Jamaica,4112,6319.617021,1992018.841,0
Queens,027100,4027100,QN29,Elmhurst,4107,6226.77358,1496180.538,0
Queens,027200,4027200,QN76,Baisley Park,4112,6068.634497,1653862.646,0
Queens,027300,4027300,QN28,Jackson Heights,4102,7545.634063,2316635.918,0
Queens,027400,4027400,QN76,Baisley Park,4112,5845.729235,1546921.086,0
Queens,027500,4027500,QN28,Jackson Heights,4102,7384.595526,1911640.188,0
Queens,027700,4027700,QN28,Jackson Heights,4102,7391.826004,1876123.383,0
Queens,027900,4027900,QN28,Jackson Heights,4102,7392.182589,1913241.97,0
Queens,028000,4028000,QN08,St. Albans,4112,6793.129142,1775383.387,0
Queens,028100,4028100,QN28,Jackson Heights,4102,7391.199603,1877449.707,0
Queens,028200,4028200,QN08,St. Albans,4112,7042.188995,1960190.133,0
Queens,028300,4028300,QN28,Jackson Heights,4102,7388.436318,1913172.899,0
Queens,028500,4028500,QN28,Jackson Heights,4102,7390.113939,1701419.415,0
Queens,028700,4028700,QN28,Jackson Heights,4102,7939.874906,2104983.114,0
Queens,028900,4028900,QN28,Jackson Heights,4102,7304.21962,1859020.463,0
Queens,030903,4030903,QN28,Jackson Heights,4102,7799.356742,3785525.773,0
Queens,032700,4032700,QN28,Jackson Heights,4102,5723.349614,1623732.591,0
Queens,032900,4032900,QN28,Jackson Heights,4102,9138.348591,4703696.501,0
Queens,033700,4033700,QN28,Jackson Heights,4102,5720.837963,1623669.216,0
Queens,033900,4033900,QN28,Jackson Heights,4102,5716.863912,1623371.598,0
Queens,034700,4034700,QN28,Jackson Heights,4102,13359.73161,3982039.498,0
Queens,035100,4035100,QN28,Jackson Heights,4102,5464.055303,1498730.095,0
Queens,035300,4035300,QN27,East Elmhurst,4102,6205.730039,1670746.133,0
Queens,036100,4036100,QN27,East Elmhurst,4102,7450.199914,1693934.956,0
Queens,036300,4036300,QN27,East Elmhurst,4102,5217.35009,1449334.888,0
Queens,036500,4036500,QN27,East Elmhurst,4102,5481.94036,1787997.759,0
Queens,036700,4036700,QN27,East Elmhurst,4102,6263.780186,2109115.335,0
Queens,037100,4037100,QN27,East Elmhurst,4102,6834.803534,1941692.492,0
Queens,037500,4037500,QN26,North Corona,4102,10390.03121,1649123.593,0
Queens,037700,4037700,QN26,North Corona,4102,5048.003937,1580389.222,0
Queens,037900,4037900,QN26,North Corona,4102,6143.374146,2120846.447,0
Queens,038400,4038400,QN08,St. Albans,4112,7759.30807,3206706.152,0
Queens,039400,4039400,QN08,St. Albans,4112,10859.92434,3749394.145,0
Queens,039900,4039900,QN25,Corona,4107,6230.526352,1819609.051,0
Queens,040000,4040000,QN08,St. Albans,4112,6271.308402,2112654.246,0
Queens,040100,4040100,QN26,North Corona,4102,6928.199739,2267584.445,0
Queens,040200,4040200,QN08,St. Albans,4112,6713.984779,2352448.771,0
Queens,040300,4040300,QN26,North Corona,4102,6602.045317,2137394.954,0
Queens,041100,4041100,QN25,Corona,4107,5258.327301,1481730.577,0
Queens,041300,4041300,QN25,Corona,4107,5605.051815,1709061.301,0
Queens,041500,4041500,QN25,Corona,4107,5633.033627,1866262.033,0
Queens,043400,4043400,QN01,South Jamaica,4112,7226.755789,2213959.915,0
Queens,044301,4044301,QN25,Corona,4107,5794.711614,1437697.867,0
Queens,044302,4044302,QN25,Corona,4107,6885.48796,2992542.393,0
Queens,044602,4044602,QN61,Jamaica,4112,5531.97072,1830580.375,0
Queens,044800,4044800,QN35,Briarwood-Jamaica Hills,4106,7015.866825,2240965.722,0
Queens,045700,4045700,QN29,Elmhurst,4107,5578.626224,1620253.91,0
Queens,045900,4045900,QN29,Elmhurst,4107,5413.88686,1473337.166,0
Queens,046100,4046100,QN29,Elmhurst,4107,5429.071502,1226622.434,0
Queens,046300,4046300,QN29,Elmhurst,4107,6629.769924,1710782.36,0
Queens,046500,4046500,QN29,Elmhurst,4107,4914.474524,1396723.102,0
Queens,046700,4046700,QN29,Elmhurst,4107,6450.862938,1528977.781,0
Queens,046900,4046900,QN29,Elmhurst,4107,7268.129458,1629557.553,0
Queens,048100,4048100,QN29,Elmhurst,4107,5593.273657,1496671.331,0
Queens,048400,4048400,QN07,Hollis,4112,8758.239486,4466742.58,0
Queens,049500,4049500,QN30,Maspeth,4110,6479.312804,1321263.626,0
Queens,049600,4049600,QN34,Queens Village,4105,6798.282499,2943687.079,0
Queens,050201,4050201,QN07,Hollis,4112,5546.256252,1810554.348,0
Queens,050202,4050202,QN07,Hollis,4112,5227.638081,1645285.307,0
Queens,050400,4050400,QN07,Hollis,4112,6260.060031,2327566.9,0
Queens,050600,4050600,QN07,Hollis,4112,6188.532324,2218356.933,0
Queens,050800,4050800,QN07,Hollis,4112,6330.865826,2363416.277,0
Queens,051000,4051000,QN07,Hollis,4112,7777.708751,1989781.179,0
Queens,051200,4051200,QN34,Queens Village,4105,10480.70164,4044798.623,0
Queens,051600,4051600,QN34,Queens Village,4105,7138.184902,1983892.423,0
Queens,051800,4051800,QN08,St. Albans,4112,6248.978061,1827884.209,0
Queens,052000,4052000,QN08,St. Albans,4112,6270.784251,1853858.1,0
Queens,052200,4052200,QN08,St. Albans,4112,6248.712035,1827899.177,0
Queens,052400,4052400,QN08,St. Albans,4112,6098.59436,2111656.217,0
Queens,052500,4052500,QN30,Maspeth,4110,6442.922557,2175165.126,0
Queens,052600,4052600,QN08,St. Albans,4112,5832.436376,1962757.748,0
Queens,053000,4053000,QN08,St. Albans,4112,6368.35207,2477580.946,0
Queens,053200,4053200,QN34,Queens Village,4105,8791.729667,2043402.027,0
Queens,053401,4053401,QN33,Cambria Heights,4105,7981.299276,2799985.456,0
Queens,053601,4053601,QN34,Queens Village,4105,6664.497815,2059465.963,0
Queens,054000,4054000,QN34,Queens Village,4105,10379.22336,5627808.746,0
Queens,054200,4054200,QN34,Queens Village,4105,10029.06354,5824785.491,0
Queens,054500,4054500,QN20,Ridgewood,4110,4479.233256,1221365.563,0
Queens,054700,4054700,QN20,Ridgewood,4110,5473.122491,1390289.416,0
Queens,054900,4054900,QN20,Ridgewood,4110,6164.840001,1767827.171,0
Queens,055100,4055100,QN20,Ridgewood,4110,5974.206601,1669725.767,0
Queens,055300,4055300,QN20,Ridgewood,4110,5786.257732,1475828.669,0
Queens,055500,4055500,QN20,Ridgewood,4110,6355.662524,1654116.33,0
Queens,055600,4055600,QN34,Queens Village,4105,6237.49464,2442153.375,0
Queens,055800,4055800,QN34,Queens Village,4105,5807.586702,2070613.527,0
Queens,058300,4058300,QN20,Ridgewood,4110,5069.108337,1528044.189,0
Queens,058500,4058500,QN20,Ridgewood,4110,5622.547188,1842457.077,0
Queens,058700,4058700,QN20,Ridgewood,4110,5093.748212,1549455.358,0
Queens,058900,4058900,QN20,Ridgewood,4110,5626.449798,1780244.762,0
Queens,059100,4059100,QN20,Ridgewood,4110,6258.850435,2174921.355,0
Queens,059300,4059300,QN20,Ridgewood,4110,7184.620947,2719007.52,0
Queens,059400,4059400,QN33,Cambria Heights,4105,7041.475865,2389902.256,0
Queens,059600,4059600,QN33,Cambria Heights,4105,6089.767245,2094112.16,0
Queens,059800,4059800,QN33,Cambria Heights,4105,6172.235932,2227865.464,0
