FID,FID_1,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,Count_,Sum_Id,IsDestination?,FlatbushDest,ChinaDest,JamicaDest,OriginChina,DONOTUSE,OriginFlat,DoNotUse,OriginJamica
1022,1022,261,3,Brooklyn,026100,3026100,E,BK75,Bedford,4003,5880.897717,2146490.189,0,0,0,0,0,0,0,0,0,0,0
1023,1023,170.08,5,Staten Island,017008,5017008,I,SI48,Arden Heights,3901,17200.51827,11167419.59,0,0,0,0,0,0,0,0,0,0,0
1024,1024,302,2,Bronx,030200,2030200,I,BX13,Co-op City,3703,10485.32783,6063936.628,0,0,0,0,0,0,0,0,0,0,0
1025,1025,1104,3,Brooklyn,110400,3110400,E,BK82,East New York,4008,14967.90295,8007940.038,0,0,0,0,0,0,0,0,0,0,0
1026,1026,1106,3,Brooklyn,110600,3110600,E,BK82,East New York,4008,5477.130208,1841331.856,0,0,0,0,0,0,0,0,0,0,0
1027,1027,166,1,Manhattan,016600,1016600,E,MN33,East Harlem South,3804,5725.410339,1871858.407,0,0,0,0,0,0,0,0,0,0,0
1028,1028,47,5,Staten Island,004700,5004700,I,SI08,Grymes Hill-Clifton-Fox Hills,3903,14696.67747,9537173.421,0,0,0,0,0,0,0,0,0,0,0
1029,1029,147,5,Staten Island,014700,5014700,I,SI07,Westerleigh,3903,18388.77278,17975823.99,0,0,0,0,0,0,0,0,0,0,0
1030,1030,169.01,5,Staten Island,016901,5016901,I,SI07,Westerleigh,3903,16079.69035,8533969.061,0,0,0,0,0,0,0,0,0,0,0
1031,1031,45,1,Manhattan,004500,1004500,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,4604.742265,1129524.59,1,0,1,0,1,0,1,0,0,0,0
1032,1032,135,3,Brooklyn,013500,3013500,I,BK37,Park Slope-Gowanus,4005,5224.710176,1635301.072,0,0,0,0,0,0,0,0,0,0,0
1033,1033,367,3,Brooklyn,036700,3036700,E,BK79,Ocean Hill,4007,5904.510345,2024543.095,0,0,0,0,0,0,0,0,0,0,0
1034,1034,405,3,Brooklyn,040500,3040500,I,BK78,Bushwick South,4002,5081.120367,1494609.061,0,0,0,0,0,0,0,0,0,0,0
1035,1035,95,1,Manhattan,009500,1009500,I,MN17,Midtown-Midtown South,3807,5659.083273,1851216.022,0,0,0,0,0,0,0,0,0,0,0
1036,1036,91,1,Manhattan,009100,1009100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5743.393677,1927016.673,0,0,0,0,0,0,0,0,0,0,0
1037,1037,58,1,Manhattan,005800,1005800,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5720.576994,1879714.068,0,0,0,0,0,0,0,0,0,0,0
1038,1038,63,1,Manhattan,006300,1006300,I,MN23,West Village,3810,5802.508439,1918265.584,0,0,0,0,0,0,0,0,0,0,0
1039,1039,511,3,Brooklyn,051100,3051100,E,BK90,East Williamsburg,4001,5290.659267,1711548.77,0,0,0,0,0,0,0,0,0,0,0
1040,1040,133,1,Manhattan,013300,1013300,I,MN15,Clinton,3807,5684.395245,1876725.739,0,0,0,0,0,0,0,0,0,0,0
1041,1041,127,1,Manhattan,012700,1012700,I,MN15,Clinton,3807,5682.311727,1871751.383,0,0,0,0,0,0,0,0,0,0,0
1042,1042,121,1,Manhattan,012100,1012100,E,MN15,Clinton,3807,5730.058827,1919460.657,0,0,0,0,0,0,0,0,0,0,0
1043,1043,81,1,Manhattan,008100,1008100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5683.396196,1876262.638,0,0,0,0,0,0,0,0,0,0,0
1044,1044,54,1,Manhattan,005400,1005400,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5588.639658,1808932.83,0,0,0,0,0,0,0,0,0,0,0
1045,1045,87,1,Manhattan,008700,1008700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5579.461129,1781315.363,0,0,0,0,0,0,0,0,0,0,0
1046,1046,169,3,Brooklyn,016900,3016900,I,BK40,Windsor Terrace,4012,6152.549696,2257354.466,0,0,0,0,0,0,0,0,0,0,0
1047,1047,171,3,Brooklyn,017100,3017100,I,BK40,Windsor Terrace,4012,6141.888019,2247115.357,0,0,0,0,0,0,0,0,0,0,0
1048,1048,451.02,2,Bronx,045102,2045102,I,BX62,Woodlawn-Wakefield,3702,7680.713086,2303794.268,1,0,1,0,0,0,0,0,0,0,0
1049,1049,414,2,Bronx,041400,2041400,E,BX62,Woodlawn-Wakefield,3702,15440.32695,5955738.452,1,0,1,0,0,0,0,0,0,0,0
1050,1050,568,4,Queens,056800,4056800,I,QN34,Queens Village,4105,15713.51187,9138742.148,0,0,0,0,0,0,0,0,0,0,0
1051,1051,592,4,Queens,059200,4059200,I,QN33,Cambria Heights,4105,8759.050494,2441953.793,0,0,0,0,0,0,0,0,0,0.004368058,1
1052,1052,622,4,Queens,062200,4062200,I,QN33,Cambria Heights,4105,10230.98369,4707928.65,0,0,0,0,0,0,0,0,0,0.004368058,1
1053,1053,183.02,2,Bronx,018302,2018302,E,BX14,East Concourse-Concourse Village,3708,4627.124956,1208451.012,0,0,0,0,0,0,0,0,0,0,0
1054,1054,144.01,1,Manhattan,014401,1014401,I,MN32,Yorkville,3805,4014.624985,800255.4894,0,0,0,0,0,0,0,0,0,0,0
1055,1055,158.01,1,Manhattan,015801,1015801,I,MN40,Upper East Side-Carnegie Hill,3805,4692.928099,1352983.932,0,0,0,0,0,0,0,0,0,0,0
1056,1056,158.02,1,Manhattan,015802,1015802,I,MN33,East Harlem South,3804,3118.003437,551662.4995,0,0,0,0,0,0,0,0,0,0,0
1057,1057,226,1,Manhattan,022600,1022600,E,MN03,Central Harlem North-Polo Grounds,3803,5681.122376,1642680.578,0,0,0,0,0,0,0,0,0,0,0
1058,1058,816,3,Brooklyn,081600,3081600,E,BK91,East Flatbush-Farragut,4010,6080.414734,1933153.234,0,0,0,0,0,0,0,0.003265338,1,0,0
1059,1059,1022,3,Brooklyn,102200,3102200,E,BK50,Canarsie,4009,5377.816893,1752586.465,0,0,0,0,0,0,0,0,0,0,0
1060,1060,55.01,1,Manhattan,005501,1005501,I,MN23,West Village,3810,4650.767111,1338496.751,0,0,0,0,0,0,0,0,0,0,0
1061,1061,208,1,Manhattan,020800,1020800,E,MN03,Central Harlem North-Polo Grounds,3803,5174.639899,1599291.867,0,0,0,0,0,0,0,0,0,0,0
1062,1062,77,2,Bronx,007700,2007700,E,BX34,Melrose South-Mott Haven North,3710,4500.485299,1214306.238,0,0,0,0,0,0,0,0,0,0,0
1063,1063,75,2,Bronx,007500,2007500,E,BX34,Melrose South-Mott Haven North,3710,7309.730115,2458741.054,0,0,0,0,0,0,0,0,0,0,0
1064,1064,73,2,Bronx,007300,2007300,E,BX34,Melrose South-Mott Haven North,3710,5173.769962,1507593.101,0,0,0,0,0,0,0,0,0,0,0
1065,1065,79,2,Bronx,007900,2007900,E,BX34,Melrose South-Mott Haven North,3710,7474.502833,2126625.733,0,0,0,0,0,0,0,0,0,0,0
1066,1066,132,4,Queens,013200,4013200,I,QN54,Richmond Hill,4111,6669.679685,2071423.783,0,0,0,0,0,0,0,0,0,0,0
1067,1067,356.01,3,Brooklyn,035601,3035601,I,BK23,West Brighton,4018,3524.799309,719553.9216,0,0,0,0,0,0,0,0,0,0,0
1068,1068,491,3,Brooklyn,049100,3049100,E,BK90,East Williamsburg,4001,7405.109253,2294137.366,0,0,0,0,0,0,0,0,0,0,0
1069,1069,616,3,Brooklyn,061600,3061600,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,18111.97526,7848777.366,0,0,0,0,0,0,0,0,0,0,0
1070,1070,724,3,Brooklyn,072400,3072400,I,BK58,Flatlands,4009,6549.759527,2068702.979,0,0,0,0,0,0,0,0.003265338,1,0,0
1071,1071,944.02,3,Brooklyn,094402,3094402,E,BK58,Flatlands,4009,4370.480509,1150508.807,0,0,0,0,0,0,0,0.003265338,1,0,0
1072,1072,998.02,4,Queens,099802,4099802,E,QN15,Far Rockaway-Bayswater,4114,9503.385852,4659637.487,0,0,0,0,0,0,0,0,0,0.001416843,1
1073,1073,375.04,2,Bronx,037504,2037504,E,BX17,East Tremont,3705,8835.916712,2585510.995,0,0,0,0,0,0,0,0,0,0,0
1074,1074,413,2,Bronx,041300,2041300,E,BX05,Bedford Park-Fordham North,3706,6383.261374,1865502.772,0,0,0,0,0,0,0,0,0,0,0
1075,1075,537,3,Brooklyn,053700,3053700,E,BK72,Williamsburg,4001,5673.156706,1802604.209,0,0,0,0,0,0,0,0,0,0,0
1076,1076,265,2,Bronx,026500,2026500,E,BX30,Kingsbridge Heights,3706,7517.127276,2173748.21,0,0,0,0,0,0,0,0,0,0,0
1077,1077,422,3,Brooklyn,042200,3042200,E,BK25,Homecrest,4016,6172.108861,2443185.634,0,0,0,0,0,0,0,0,0,0,0
1078,1078,438,3,Brooklyn,043800,3043800,E,BK46,Ocean Parkway South,4014,5435.941974,1671530.452,0,0,0,0,0,0,0,0,0,0,0
1079,1079,1058.01,3,Brooklyn,105801,3105801,E,BK93,Starrett City,4008,10687.85797,4522826.38,0,0,0,0,0,0,0,0,0,0,0
1080,1080,1502,3,Brooklyn,150200,3150200,I,BK40,Windsor Terrace,4012,11171.74988,3430496.811,0,0,0,0,0,0,0,0,0,0,0
1081,1081,382,2,Bronx,038200,2038200,E,BX44,Williamsbridge-Olinville,3702,7994.410664,1704010.263,0,0,0,0,0,0,0,0,0,0,0
1082,1082,494,3,Brooklyn,049400,3049400,E,BK41,Kensington-Ocean Parkway,4014,5704.768264,1970839.627,0,0,0,0,0,0,0,0,0,0,0
1083,1083,75,4,Queens,007500,4007500,E,QN70,Astoria,4101,4761.510725,1391318.841,0,0,0,0,0,0,0,0,0,0,0
1084,1084,77,4,Queens,007700,4007700,I,QN70,Astoria,4101,4849.722795,1363202.083,0,0,0,0,0,0,0,0,0,0,0
1085,1085,149,2,Bronx,014900,2014900,E,BX35,Morrisania-Melrose,3705,5929.052329,1676847.847,0,0,0,0,0,0,0,0,0,0,0
1086,1086,619,4,Queens,061900,4061900,I,QN21,Middle Village,4110,8805.183986,2553231.198,0,0,0,0,0,0,0,0,0,0,0
1087,1087,332.02,2,Bronx,033202,2033202,E,BX07,Bronxdale,3704,4634.279205,1229425.031,0,0,0,0,0,0,0,0,0,0,0
1088,1088,455,4,Queens,045500,4045500,E,QN25,Corona,4107,5292.801566,1594376.579,0,0,0,0,0,0,0,0,0,0,0
1089,1089,562,4,Queens,056200,4056200,I,QN34,Queens Village,4105,5791.173702,1729177.344,0,0,0,0,0,0,0,0,0,0,0
1090,1090,564,4,Queens,056400,4056400,I,QN34,Queens Village,4105,7006.033604,2025524.254,0,0,0,0,0,0,0,0,0,0,0
1091,1091,630,4,Queens,063000,4063000,I,QN66,Laurelton,4105,8404.760805,2071306.606,0,0,0,0,0,0,0,0,0,0,0
1092,1092,309.04,4,Queens,030904,4030904,I,QN28,Jackson Heights,4102,9325.348254,4328478.265,0,0,0,0,0,0,0,0,0,0,0
1093,1093,492,4,Queens,049200,4049200,E,QN06,Jamaica Estates-Holliswood,4106,10957.15106,5157271.129,0,0,0,0,0,0,0,0,0,0,0
1094,1094,303,1,Manhattan,030300,1030300,E,MN01,Marble Hill-Inwood,3801,6149.296442,1685782.381,0,0,0,0,0,0,0,0,0,0,0
1095,1095,122,4,Queens,012200,4012200,E,QN54,Richmond Hill,4111,6473.723629,2235080.402,0,0,0,0,0,0,0,0,0,0,0
1096,1096,144,4,Queens,014400,4014400,I,QN54,Richmond Hill,4111,7788.964266,2348361.881,0,0,0,0,0,0,0,0,0,0,0
1097,1097,150,4,Queens,015000,4015000,I,QN54,Richmond Hill,4111,7724.838404,1583627.867,0,0,0,0,0,0,0,0,0,0,0
1098,1098,385,3,Brooklyn,038500,3038500,E,BK35,Stuyvesant Heights,4003,5637.036617,1877794.572,0,0,0,0,0,0,0,0,0,0,0
1099,1099,299,3,Brooklyn,029900,3029900,E,BK61,Crown Heights North,4006,5913.231323,1597933.799,0,0,0,0,0,0,0,0,0,0,0
1100,1100,379,3,Brooklyn,037900,3037900,E,BK35,Stuyvesant Heights,4003,5654.380979,1978231.5,0,0,0,0,0,0,0,0,0,0,0
1101,1101,381,3,Brooklyn,038100,3038100,E,BK61,Crown Heights North,4006,6811.268779,2578249.31,0,0,0,0,0,0,0,0,0,0,0
1102,1102,301,3,Brooklyn,030100,3030100,E,BK79,Ocean Hill,4007,7471.479491,2133891.528,0,0,0,0,0,0,0,0,0,0,0
1103,1103,371,3,Brooklyn,037100,3037100,E,BK79,Ocean Hill,4007,5779.492433,2037041.263,0,0,0,0,0,0,0,0,0,0,0
1104,1104,189,1,Manhattan,018900,1018900,E,MN12,Upper West Side,3806,6764.901134,2854980.444,0,0,0,0,0,0,0,0,0,0,0
1105,1105,120,4,Queens,012000,4012000,E,QN54,Richmond Hill,4111,5164.383394,1580707.943,0,0,0,0,0,0,0,0,0,0,0
1106,1106,148,4,Queens,014800,4014800,E,QN54,Richmond Hill,4111,8029.637256,1754562.792,0,0,0,0,0,0,0,0,0,0,0
1107,1107,31,2,Bronx,003100,2003100,E,BX39,Mott Haven-Port Morris,3710,5846.672991,1680016.284,0,0,0,0,0,0,0,0,0,0,0
1108,1108,83,2,Bronx,008300,2008300,E,BX33,Longwood,3710,6858.859006,2303687.972,0,0,0,0,0,0,0,0,0,0,0
1109,1109,52,2,Bronx,005200,2005200,E,BX55,Soundview-Bruckner,3709,5762.455982,2009765.317,0,0,0,0,0,0,0,0,0,0,0
1110,1110,929,4,Queens,092900,4092900,I,QN23,College Point,4103,21939.85439,10257413.32,0,0,0,0,0,0,0,0,0,0,0
1111,1111,134,1,Manhattan,013400,1013400,I,MN31,Lenox Hill-Roosevelt Island,3805,5602.246801,1956780.763,0,0,0,0,0,0,0,0,0,0,0
1112,1112,131,3,Brooklyn,013100,3013100,I,BK37,Park Slope-Gowanus,4005,5288.633236,1684555.864,1,0,1,1,0,0,0,0,0,0,0
1113,1113,141,3,Brooklyn,014100,3014100,I,BK37,Park Slope-Gowanus,4005,5436.863757,1787081.543,0,0,0,0,0,0,0,0,0,0,0
1114,1114,149,3,Brooklyn,014900,3014900,I,BK37,Park Slope-Gowanus,4005,6519.161416,2684799.709,0,0,0,0,0,0,0,0,0,0,0
1115,1115,145,3,Brooklyn,014500,3014500,E,BK32,Sunset Park West,4012,6539.280972,2317301.553,0,0,0,0,0,0,0,0,0,0,0
1116,1116,147,3,Brooklyn,014700,3014700,E,BK32,Sunset Park West,4012,4546.553241,1142414.934,0,0,0,0,0,0,0,0,0,0,0
1117,1117,94,1,Manhattan,009400,1009400,E,MN17,Midtown-Midtown South,3807,5738.940245,1646379.323,0,0,0,0,0,0,0,0,0,0,0
1118,1118,92,1,Manhattan,009200,1009200,I,MN19,Turtle Bay-East Midtown,3808,6172.97877,2118430.761,0,0,0,0,0,0,0,0,0,0,0
1119,1119,114.01,1,Manhattan,011401,1011401,I,MN40,Upper East Side-Carnegie Hill,3805,4119.008379,1060696.344,0,0,0,0,0,0,0,0,0,0,0
1120,1120,122,1,Manhattan,012200,1012200,I,MN40,Upper East Side-Carnegie Hill,3805,5683.168073,1857829.531,0,0,0,0,0,0,0,0,0,0,0
1121,1121,1463,4,Queens,146300,4146300,I,QN46,Bayside-Bayside Hills,4104,7523.875902,3526503.842,0,0,0,0,0,0,0,0,0,0,0
1122,1122,253,3,Brooklyn,025300,3025300,E,BK75,Bedford,4003,5626.98783,1741981.224,0,0,0,0,0,0,0,0,0,0,0
1123,1123,1467,4,Queens,146700,4146700,I,QN46,Bayside-Bayside Hills,4104,9465.098967,3759537.798,0,0,0,0,0,0,0,0,0,0,0
1124,1124,206,3,Brooklyn,020600,3020600,I,BK30,Dyker Heights,4013,5910.299476,1833507.186,0,0,0,0,0,0,0,0,0,0,0
1125,1125,1008.01,4,Queens,100801,4100801,I,QN15,Far Rockaway-Bayswater,4114,15369.2282,6930293.675,0,0,0,0,0,0,0,0,0,0,0
1126,1126,25,4,Queens,002500,4002500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6022.490128,2240278.352,0,0,0,0,0,0,0,0,0,0,0
1127,1127,295,4,Queens,029500,4029500,I,QN63,Woodside,4109,7116.255442,1972793.009,0,0,0,0,0,0,0,0,0,0,0
1128,1128,1,2,Bronx,000100,2000100,I,BX98,Rikers Island,3710,18903.34686,18154596.17,0,0,0,0,0,0,0,0,0,0,0
1129,1129,1,1,Manhattan,000100,1000100,I,MN99,park-cemetery-etc-Manhattan,3810,11023.04791,1844421.238,0,0,0,0,0,0,0,0,0,0,0
1130,1130,1116,3,Brooklyn,111600,3111600,E,BK82,East New York,4008,9498.270093,5379583.797,0,0,0,0,0,0,0,0,0,0,0
1131,1131,1210,3,Brooklyn,121000,3121000,E,BK82,East New York,4008,5665.443687,1733948.354,0,0,0,0,0,0,0,0,0,0,0
1132,1132,115.02,2,Bronx,011502,2011502,E,BX27,Hunts Point,3710,7796.233302,3720925.131,0,0,0,0,0,0,0,0,0,0,0
1133,1133,123,2,Bronx,012300,2012300,E,BX75,Crotona Park East,3705,11445.75191,3189742.425,0,0,0,0,0,0,0,0,0,0,0
1134,1134,448,3,Brooklyn,044800,3044800,E,BK46,Ocean Parkway South,4014,8077.930745,2423965.303,0,0,0,0,0,0,0,0,0,0,0
1135,1135,450,3,Brooklyn,045000,3045000,E,BK46,Ocean Parkway South,4014,6231.170928,2370291.985,0,0,0,0,0,0,0,0,0,0,0
1136,1136,1070,3,Brooklyn,107000,3107000,E,BK82,East New York,4008,40947.21025,33900316.96,0,0,0,0,0,0,0,0,0,0,0
1137,1137,1078,3,Brooklyn,107800,3107800,I,BK82,East New York,4008,13423.75979,5445887.141,0,0,0,0,0,0,0,0,0,0,0
1138,1138,802,3,Brooklyn,080200,3080200,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5767.215923,1994115.262,0,0,0,0,0,0,0,0,0,0,0
1139,1139,758,3,Brooklyn,075800,3075800,I,BK43,Midwood,4015,6398.444704,2209765.961,0,0,0,0,0,0,0,0,0,0,0
1140,1140,1151,4,Queens,115100,4115100,I,QN51,Murray Hill,4103,7208.364597,3192227.701,0,0,0,0,0,0,0,0,0,0,0
1141,1141,1171,4,Queens,117100,4117100,I,QN51,Murray Hill,4103,9896.060011,4280909.707,0,0,0,0,0,0,0,0,0,0,0
1142,1142,405,4,Queens,040500,4040500,E,QN26,North Corona,4102,6911.167131,1393598.345,0,0,0,0,0,0,0,0,0,0,0
1143,1143,407,4,Queens,040700,4040700,E,QN26,North Corona,4102,8741.995512,2147774.731,0,0,0,0,0,0,0,0,0,0,0
1144,1144,409,4,Queens,040900,4040900,E,QN26,North Corona,4102,7998.160119,1641232.55,0,0,0,0,0,0,0,0,0,0,0
1145,1145,131,1,Manhattan,013100,1013100,I,MN17,Midtown-Midtown South,3807,5680.122922,1874645.496,0,0,0,0,0,0,0,0,0,0,0
1146,1146,137,1,Manhattan,013700,1013700,I,MN17,Midtown-Midtown South,3807,6257.852032,2435167.669,0,0,0,0,0,0,0,0,0,0,0
1147,1147,628,3,Brooklyn,062800,3062800,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,42885.41824,8274566.342,0,0,0,0,0,0,0,0,0,0,0
1148,1148,717.01,4,Queens,071701,4071701,I,QN18,Rego Park,4108,6970.31333,2185993.847,0,0,0,0,0,0,0,0,0,0,0
1149,1149,717.02,4,Queens,071702,4071702,I,QN18,Rego Park,4108,7353.292124,2338495.888,0,0,0,0,0,0,0,0,0,0,0
1150,1150,255,4,Queens,025500,4025500,I,QN63,Woodside,4109,7657.423947,2351536.685,0,0,0,0,0,0,0,0,0,0,0
1151,1151,257,4,Queens,025700,4025700,I,QN63,Woodside,4109,7917.298467,1621552.703,0,0,0,0,0,0,0,0,0,0,0
1152,1152,263,4,Queens,026300,4026300,E,QN63,Woodside,4109,6010.43288,2172037.411,0,0,0,0,0,0,0,0,0,0,0
1153,1153,723,4,Queens,072300,4072300,I,QN17,Forest Hills,4108,10414.27287,5059892.406,0,0,0,0,0,0,0,0,0,0,0
1154,1154,737,4,Queens,073700,4073700,I,QN17,Forest Hills,4108,6140.229755,2269305.227,0,0,0,0,0,0,0,0,0,0,0
1155,1155,265,4,Queens,026500,4026500,E,QN50,Elmhurst-Maspeth,4109,6833.642098,1974553.383,0,0,0,0,0,0,0,0,0,0,0
1156,1156,291,4,Queens,029100,4029100,E,QN28,Jackson Heights,4102,7461.42141,2757506.84,0,0,0,0,0,0,0,0,0,0,0
1157,1157,293,4,Queens,029300,4029300,I,QN63,Woodside,4109,6231.034991,1685392.726,0,0,0,0,0,0,0,0,0,0,0
1158,1158,309.02,4,Queens,030902,4030902,E,QN28,Jackson Heights,4102,8886.222491,4454458.677,0,0,0,0,0,0,0,0,0,0,0
1159,1159,513,4,Queens,051300,4051300,E,QN30,Maspeth,4110,6462.423121,2082794.293,1,0,1,0,1,0,1,0,0,0,0
1160,1160,157,1,Manhattan,015700,1015700,I,MN14,Lincoln Square,3806,5780.082478,1967494.814,0,0,0,0,0,0,0,0,0,0,0
1161,1161,165,1,Manhattan,016500,1016500,I,MN12,Upper West Side,3806,6290.005835,2198742.631,0,0,0,0,0,0,0,0,0,0,0
1162,1162,177,1,Manhattan,017700,1017700,I,MN12,Upper West Side,3806,5688.495577,1879137.16,0,0,0,0,0,0,0,0,0,0,0
1163,1163,181,1,Manhattan,018100,1018100,I,MN12,Upper West Side,3806,5253.890309,1489437.955,0,0,0,0,0,0,0,0,0,0,0
1164,1164,185,1,Manhattan,018500,1018500,I,MN12,Upper West Side,3806,5175.253275,1406908.146,0,0,0,0,0,0,0,0,0,0,0
1165,1165,216.02,2,Bronx,021602,2021602,E,BX46,Parkchester,3709,7163.500974,1784208.712,0,0,0,0,0,0,0,0,0,0,0
1166,1166,210.02,2,Bronx,021002,2021002,E,BX46,Parkchester,3709,6110.487613,1846960.033,0,0,0,0,0,0,0,0,0,0,0
1167,1167,212,2,Bronx,021200,2021200,E,BX46,Parkchester,3709,4254.984727,1101639.908,0,0,0,0,0,0,0,0,0,0,0
1168,1168,388,2,Bronx,038800,2038800,E,BX44,Williamsbridge-Olinville,3702,5125.999455,1593876.064,0,0,0,0,0,0,0,0,0,0,0
1169,1169,390,2,Bronx,039000,2039000,E,BX44,Williamsbridge-Olinville,3702,5775.062026,1966311.192,0,0,0,0,0,0,0,0,0,0,0
1170,1170,386,2,Bronx,038600,2038600,E,BX03,Eastchester-Edenwald-Baychester,3702,9718.977757,4405922.37,0,0,0,0,0,0,0,0,0,0,0
1171,1171,209.01,1,Manhattan,020901,1020901,E,MN09,Morningside Heights,3802,4807.678385,1246712.385,0,0,0,0,0,0,0,0,0,0,0
1172,1172,335,2,Bronx,033500,2033500,I,BX22,North Riverdale-Fieldston-Riverdale,3701,14317.44891,7500016.33,0,0,0,0,0,0,0,0,0,0,0
1173,1173,283,3,Brooklyn,028300,3028300,E,BK35,Stuyvesant Heights,4003,4848.738184,1311680.724,0,0,0,0,0,0,0,0,0,0,0
1174,1174,65,1,Manhattan,006500,1006500,I,MN23,West Village,3810,6351.231436,2167562.413,0,0,0,0,0,0,0,0,0,0,0
1175,1175,170,1,Manhattan,017000,1017000,E,MN33,East Harlem South,3804,5618.787625,1969281.345,0,0,0,0,0,0,0,0,0,0,0
1176,1176,377,3,Brooklyn,037700,3037700,E,BK35,Stuyvesant Heights,4003,5741.181435,2047553.383,0,0,0,0,0,0,0,0,0,0,0
1177,1177,373,3,Brooklyn,037300,3037300,E,BK79,Ocean Hill,4007,6148.269612,1838509.96,0,0,0,0,0,0,0,0,0,0,0
1178,1178,375,3,Brooklyn,037500,3037500,E,BK35,Stuyvesant Heights,4003,5943.210168,1708660.149,0,0,0,0,0,0,0,0,0,0,0
1179,1179,294,4,Queens,029400,4029400,I,QN02,Springfield Gardens North,4112,15166.65348,11455690.24,0,0,0,0,0,0,0,0,0,0,0
1180,1180,227.01,2,Bronx,022701,2022701,E,BX41,Mount Hope,3707,4863.060883,1243220.329,0,0,0,0,0,0,0,0,0,0,0
1181,1181,229.01,2,Bronx,022901,2022901,E,BX41,Mount Hope,3707,4867.159635,1271602.77,0,0,0,0,0,0,0,0,0,0,0
1182,1182,211,1,Manhattan,021100,1021100,E,MN09,Morningside Heights,3802,7629.112404,3738242.834,0,0,0,0,0,0,0,0,0,0,0
1183,1183,458,4,Queens,045800,4045800,I,QN06,Jamaica Estates-Holliswood,4106,8942.5434,2638048.101,0,0,0,0,0,0,0,0,0,0,0
1184,1184,466,4,Queens,046600,4046600,I,QN06,Jamaica Estates-Holliswood,4106,7907.337035,2589134.12,0,0,0,0,0,0,0,0,0,0,0
1185,1185,197.01,1,Manhattan,019701,1019701,I,MN09,Morningside Heights,3802,10249.41581,2540495.905,0,0,0,0,0,0,0,0,0,0,0
1186,1186,207.01,1,Manhattan,020701,1020701,E,MN09,Morningside Heights,3802,2985.055555,508697.4749,0,0,0,0,0,0,0,0,0,0,0
1187,1187,245.01,2,Bronx,024501,2024501,E,BX36,University Heights-Morris Heights,3707,4842.988012,1232643.181,0,0,0,0,0,0,0,0,0,0,0
1188,1188,214,1,Manhattan,021400,1021400,E,MN03,Central Harlem North-Polo Grounds,3803,4873.572464,1460341.28,0,0,0,0,0,0,0,0,0,0,0
1189,1189,232,1,Manhattan,023200,1023200,E,MN03,Central Harlem North-Polo Grounds,3803,5761.005468,1943146.284,0,0,0,0,0,0,0,0,0,0,0
1190,1190,236,1,Manhattan,023600,1023600,E,MN03,Central Harlem North-Polo Grounds,3803,9821.087586,2845183.478,0,0,0,0,0,0,0,0,0,0,0
1191,1191,683,4,Queens,068300,4068300,E,QN29,Elmhurst,4107,6868.264286,2607835.308,0,0,0,0,0,0,0,0,0,0,0
1192,1192,198,1,Manhattan,019800,1019800,I,MN34,East Harlem North,3804,6759.318306,2431074.17,0,0,0,0,0,0,0,0,0,0,0
1193,1193,200,1,Manhattan,020000,1020000,E,MN11,Central Harlem South,3803,6753.232589,1391141.254,0,0,0,0,0,0,0,0,0,0,0
1194,1194,75,3,Brooklyn,007500,3007500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7513.207312,3053102.255,1,0,1,1,0,0,0,0,0,0,0
1195,1195,317,4,Queens,031700,4031700,I,QN72,Steinway,4101,15123.93049,7587313.556,0,0,0,0,0,0,0,0,0,0,0
1196,1196,161,1,Manhattan,016100,1016100,I,MN12,Upper West Side,3806,5717.905531,1676876.075,0,0,0,0,0,0,0,0,0,0,0
1197,1197,28,2,Bronx,002800,2002800,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,9172.553248,4715453.731,0,0,0,0,0,0,0,0,0,0,0
1198,1198,50.01,2,Bronx,005001,2005001,E,BX55,Soundview-Bruckner,3709,4206.12137,1053604.119,0,0,0,0,0,0,0,0,0,0,0
1199,1199,145,1,Manhattan,014500,1014500,I,MN14,Lincoln Square,3806,5830.707268,1897994.078,0,0,0,0,0,0,0,0,0,0,0
1200,1200,149,1,Manhattan,014900,1014900,I,MN14,Lincoln Square,3806,5690.756446,1880349.846,0,0,0,0,0,0,0,0,0,0,0
1201,1201,169,4,Queens,016900,4016900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7382.075532,2485167.585,0,0,0,0,0,0,0,0,0,0,0
1202,1202,46,2,Bronx,004600,2004600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,5224.60189,1432044.172,0,0,0,0,0,0,0,0,0,0,0
