,lat,lon,tract
938,40.6796521578,-73.9092334483,"(u'3', u'036900')"
939,40.5878488647,-73.9631704704,"(u'3', u'037000')"
940,40.68028814,-73.9138405574,"(u'3', u'037100')"
941,40.683949104,-73.9152153676,"(u'3', u'037300')"
942,40.588003171,-73.9677533227,"(u'3', u'037401')"
943,40.5867915469,-73.9720163332,"(u'3', u'037402')"
944,40.6876191453,-73.9215159235,"(u'3', u'037500')"
945,40.6840882992,-73.9201875876,"(u'3', u'037700')"
946,40.6804988688,-73.9193654603,"(u'3', u'037900')"
947,40.6810478854,-73.9254266628,"(u'3', u'038100')"
948,40.5915262257,-73.9814665867,"(u'3', u'038200')"
949,40.6845244733,-73.9262056734,"(u'3', u'038300')"
950,40.6874552713,-73.9267889937,"(u'3', u'038500')"
951,40.5923492919,-73.9751079801,"(u'3', u'038600')"
952,40.6905395716,-73.9277478969,"(u'3', u'038700')"
953,40.5929248891,-73.9692515538,"(u'3', u'038800')"
954,40.6994385962,-73.9372349842,"(u'3', u'038900')"
955,40.5929691526,-73.9644268969,"(u'3', u'039000')"
956,40.6997953259,-73.9336549479,"(u'3', u'039100')"
957,40.5958511061,-73.9630415806,"(u'3', u'039200')"
958,40.6956280743,-73.9300052614,"(u'3', u'039300')"
959,40.598491103,-73.9650681052,"(u'3', u'039400')"
960,40.6929687877,-73.9247376068,"(u'3', u'039500')"
961,40.5973496754,-73.969706714,"(u'3', u'039600')"
962,40.6889489555,-73.9191408672,"(u'3', u'039700')"
963,40.5954470309,-73.9755130617,"(u'3', u'039800')"
964,40.6902356688,-73.9175534797,"(u'3', u'039900')"
965,40.597806029,-73.9761222369,"(u'3', u'040000')"
966,40.6864594193,-73.9127408492,"(u'3', u'040100')"
967,40.5960009389,-73.9827232882,"(u'3', u'040200')"
968,40.6845175541,-73.9082847167,"(u'3', u'040300')"
969,40.6021851557,-73.985419346,"(u'3', u'040400')"
970,40.6815971686,-73.9051879036,"(u'3', u'040500')"
971,40.6005092125,-73.9823213548,"(u'3', u'040600')"
972,40.6842826438,-73.9012301413,"(u'3', u'040700')"
973,40.6011912499,-73.9791356194,"(u'3', u'040800')"
974,40.6910699971,-73.9046050048,"(u'3', u'040900')"
975,40.600978869,-73.975451342,"(u'3', u'041000')"
976,40.6878803787,-73.9071382603,"(u'3', u'041100')"
977,40.6041571815,-73.9741916854,"(u'3', u'041200')"
978,40.6898145244,-73.9106199107,"(u'3', u'041300')"
979,40.6017061758,-73.9710655453,"(u'3', u'041401')"
980,40.6024225139,-73.9679384724,"(u'3', u'041402')"
981,40.6919490776,-73.9143899499,"(u'3', u'041500')"
982,40.6024092248,-73.9634876406,"(u'3', u'041600')"
983,40.6937622845,-73.9179177727,"(u'3', u'041700')"
984,40.6053962921,-73.9648544336,"(u'3', u'041800')"
985,40.6953231846,-73.9210330172,"(u'3', u'041900')"
986,40.6092362869,-73.964340918,"(u'3', u'042000')"
987,40.6970291986,-73.9240383177,"(u'3', u'042100')"
988,40.6068695362,-73.9699962163,"(u'3', u'042200')"
989,40.6990019531,-73.9272889019,"(u'3', u'042300')"
990,40.6067479324,-73.9760483655,"(u'3', u'042400')"
991,40.7014484043,-73.9309585662,"(u'3', u'042500')"
992,40.605675176,-73.9801890185,"(u'3', u'042600')"
993,40.7036831702,-73.9271914934,"(u'3', u'042700')"
994,40.6056456443,-73.9843266932,"(u'3', u'042800')"
995,40.701799228,-73.9234558703,"(u'3', u'042900')"
996,40.6092472998,-73.9842034895,"(u'3', u'043000')"
997,40.6996604772,-73.9196979589,"(u'3', u'043100')"
998,40.6106714662,-73.9806872206,"(u'3', u'043200')"
999,40.6975220731,-73.9159386007,"(u'3', u'043300')"
1000,40.6100504463,-73.9769375557,"(u'3', u'043400')"
1001,40.6953832193,-73.9121807726,"(u'3', u'043500')"
1002,40.6131298367,-73.9778569878,"(u'3', u'043600')"
1003,40.6932450992,-73.9084241471,"(u'3', u'043700')"
1004,40.6103268101,-73.9711068085,"(u'3', u'043800')"
1005,40.6974707112,-73.9093076009,"(u'3', u'043900')"
1006,40.6130361198,-73.9709736208,"(u'3', u'044000')"
1007,40.701422728,-73.9140519626,"(u'3', u'044100')"
1008,40.612396683,-73.9655954556,"(u'3', u'044200')"
1009,40.7033043648,-73.9166857023,"(u'3', u'044300')"
1010,40.6157666488,-73.9693221126,"(u'3', u'044400')"
1011,40.7050360543,-73.9196714794,"(u'3', u'044500')"
1012,40.61522845,-73.9760587463,"(u'3', u'044600')"
1013,40.7066909014,-73.9226183475,"(u'3', u'044700')"
1014,40.6181135558,-73.9732607839,"(u'3', u'044800')"
1015,40.7178018497,-73.9312734564,"(u'3', u'044900')"
1016,40.6217022318,-73.9728590973,"(u'3', u'045000')"
1017,40.6201726142,-73.9681618426,"(u'3', u'045200')"
1018,40.7065840711,-73.9289575136,"(u'3', u'045300')"
1019,40.6186829162,-73.9650024469,"(u'3', u'045400')"
1020,40.6261616069,-73.9666206554,"(u'3', u'045600')"
1021,40.6256968424,-73.9690035048,"(u'3', u'045800')"
1022,40.6318281975,-73.9655306847,"(u'3', u'046000')"
1023,40.6276229381,-73.9735159794,"(u'3', u'046201')"
1024,40.6245780384,-73.9742297752,"(u'3', u'046202')"
1025,40.6246406729,-73.9784047563,"(u'3', u'046400')"
1026,40.6214786384,-73.9806467968,"(u'3', u'046800')"
1027,40.6255912813,-73.9867362177,"(u'3', u'047000')"
1028,40.6270409262,-73.9841289322,"(u'3', u'047200')"
1029,40.6286835525,-73.9823660961,"(u'3', u'047400')"
1030,40.6305614715,-73.9805709314,"(u'3', u'047600')"
1031,40.7182164579,-73.9421347059,"(u'3', u'047700')"
1032,40.6333981853,-73.9788742143,"(u'3', u'047800')"
1033,40.6302927519,-73.974499603,"(u'3', u'048000')"
1034,40.7138605546,-73.9384991042,"(u'3', u'048100')"
1035,40.6332023874,-73.9695367228,"(u'3', u'048200')"
1036,40.6342861465,-73.9736270999,"(u'3', u'048400')"
1037,40.7078401388,-73.9363495001,"(u'3', u'048500')"
1038,40.6389194207,-73.9784256512,"(u'3', u'048600')"
1039,40.6404772629,-73.9762088918,"(u'3', u'048800')"
1040,40.7029203308,-73.9392588119,"(u'3', u'048900')"
1041,40.6381159304,-73.9730219687,"(u'3', u'049000')"
1042,40.7035730436,-73.944100057,"(u'3', u'049100')"
1043,40.6409075527,-73.9702047698,"(u'3', u'049200')"
1044,40.7078073429,-73.9413538407,"(u'3', u'049300')"
1045,40.6429640191,-73.9738205652,"(u'3', u'049400')"
1046,40.7123624443,-73.9433567688,"(u'3', u'049500')"
1047,40.6436870853,-73.9804377926,"(u'3', u'049600')"
1048,40.7162191503,-73.9445967024,"(u'3', u'049700')"
1049,40.6454294679,-73.9826810782,"(u'3', u'049800')"
1050,40.7209077605,-73.9468731004,"(u'3', u'049900')"
1051,40.6482701413,-73.9774549653,"(u'3', u'050000')"
1052,40.715734016,-73.9489201356,"(u'3', u'050100')"
1053,40.6535241743,-73.9752784998,"(u'3', u'050202')"
1054,40.712201796,-73.9474623939,"(u'3', u'050300')"
1055,40.6487184782,-73.9735555903,"(u'3', u'050400')"
1056,40.7080519494,-73.9449453164,"(u'3', u'050500')"
1057,40.6489784855,-73.9668584431,"(u'3', u'050600')"
1058,40.701409649,-73.9470077189,"(u'3', u'050700')"
1059,40.6512354303,-73.9607360764,"(u'3', u'050801')"
1060,40.6539082442,-73.9606226199,"(u'3', u'050803')"
1061,40.6528369708,-73.9635717088,"(u'3', u'050804')"
1062,40.7032774442,-73.9505641851,"(u'3', u'050900')"
1063,40.6461218191,-73.9597676641,"(u'3', u'051001')"
1064,40.6487513044,-73.9603678082,"(u'3', u'051002')"
1065,40.7075595458,-73.9485789973,"(u'3', u'051100')"
1066,40.6465539601,-73.9633639712,"(u'3', u'051200')"
1067,40.7117908018,-73.952165606,"(u'3', u'051300')"
1068,40.6427918405,-73.9614283822,"(u'3', u'051400')"
1069,40.7191270917,-73.9505290811,"(u'3', u'051500')"
1070,40.63862513,-73.9567122773,"(u'3', u'051601')"
1071,40.6416149271,-73.9581439386,"(u'3', u'051602')"
1072,40.7206531051,-73.9545000339,"(u'3', u'051700')"
1073,40.6379868911,-73.9607958791,"(u'3', u'051800')"
1074,40.71571538,-73.9551575168,"(u'3', u'051900')"
1075,40.6374363188,-73.9641857865,"(u'3', u'052000')"
1076,40.7116824921,-73.9587949106,"(u'3', u'052300')"
1077,40.7089040138,-73.9599778661,"(u'3', u'052500')"
1078,40.6364686073,-73.9666769387,"(u'3', u'052600')"
1079,40.7084005307,-73.9536950747,"(u'3', u'052700')"
1080,40.6308429652,-73.9626053178,"(u'3', u'052800')"
1081,40.7058712779,-73.9545055956,"(u'3', u'052900')"
1082,40.6273585427,-73.9637354862,"(u'3', u'053000')"
1083,40.7007291226,-73.9541697159,"(u'3', u'053100')"
1084,40.6262197297,-73.9602553598,"(u'3', u'053200')"
1085,40.7037674422,-73.9573605465,"(u'3', u'053300')"
1086,40.6225824064,-73.9628300548,"(u'3', u'053400')"
1087,40.7061427903,-73.9612233917,"(u'3', u'053500')"
1088,40.7002983688,-73.959954794,"(u'3', u'053700')"
1089,40.6181984535,-73.9568350169,"(u'3', u'053800')"
1090,40.7026487705,-73.9625605144,"(u'3', u'053900')"
1091,40.6128027221,-73.9609788045,"(u'3', u'054200')"
1092,40.7008458845,-73.9711608057,"(u'3', u'054300')"
1093,40.6132195345,-73.9571899476,"(u'3', u'054400')"
1094,40.7052372676,-73.9652900056,"(u'3', u'054500')"
1095,40.6131428652,-73.9531231074,"(u'3', u'054600')"
1096,40.7085313167,-73.9665879126,"(u'3', u'054700')"
1097,40.609252576,-73.9483772312,"(u'3', u'054800')"
1098,40.7111542937,-73.9657297796,"(u'3', u'054900')"
1099,40.6087358725,-73.9523189318,"(u'3', u'055000')"
1100,40.7139445457,-73.9644441095,"(u'3', u'055100')"
1101,40.6083094251,-73.9562591596,"(u'3', u'055200')"
1102,40.7164576777,-73.9592358147,"(u'3', u'055300')"
1103,40.6078705282,-73.9600716574,"(u'3', u'055400')"
1104,40.7181010802,-73.9632875859,"(u'3', u'055500')"
1105,40.6031610724,-73.9594057686,"(u'3', u'055600')"
1106,40.7221280596,-73.9594075918,"(u'3', u'055700')"
1107,40.6036532329,-73.9553779233,"(u'3', u'055800')"
1108,40.6040856239,-73.9514359367,"(u'3', u'056000')"
1109,40.7265311042,-73.9562532106,"(u'3', u'056100')"
1110,40.6045182926,-73.9475034136,"(u'3', u'056200')"
1111,40.7348368499,-73.9582167075,"(u'3', u'056300')"
1112,40.6069157317,-73.9433736118,"(u'3', u'056400')"
1113,40.730217019,-73.9577619764,"(u'3', u'056500')"
1114,40.6028523108,-73.9414031031,"(u'3', u'056600')"
1115,40.602671958,-73.9378188566,"(u'3', u'056800')"
1116,40.7237669878,-73.9523674646,"(u'3', u'056900')"
1117,40.5992666715,-73.9368825724,"(u'3', u'057000')"
1118,40.7247839159,-73.9476187376,"(u'3', u'057100')"
1119,40.5963684346,-73.9382160936,"(u'3', u'057200')"
1120,40.72804881,-73.9488302935,"(u'3', u'057300')"
1121,40.6011497586,-73.9443385014,"(u'3', u'057400')"
1122,40.7321071928,-73.9531891934,"(u'3', u'057500')"
1123,40.5998731665,-73.9475711299,"(u'3', u'057600')"
1124,40.5994400271,-73.9515127189,"(u'3', u'057800')"
1125,40.7341641723,-73.9485202231,"(u'3', u'057900')"
1126,40.5990067529,-73.9554539352,"(u'3', u'058000')"
1127,40.5985394636,-73.9592616794,"(u'3', u'058200')"
1128,40.5940766872,-73.9586749966,"(u'3', u'058400')"
1129,40.594563073,-73.9546133851,"(u'3', u'058600')"
1130,40.5896226237,-73.9585471813,"(u'3', u'058800')"
1131,40.7289571346,-73.9412016524,"(u'3', u'058900')"
1132,40.5899886208,-73.9546858165,"(u'3', u'059000')"
1133,40.7235403087,-73.9429279922,"(u'3', u'059100')"
1134,40.5923381943,-73.9514509363,"(u'3', u'059200')"
1135,40.725996456,-73.938333268,"(u'3', u'059300')"
1136,40.59301213,-73.9476258983,"(u'3', u'059401')"
1137,40.5946143424,-73.9430180893,"(u'3', u'059402')"
1138,40.5910969111,-73.9400563854,"(u'3', u'059600')"
1139,40.5878969497,-73.9362354671,"(u'3', u'059800')"
1140,40.5870739877,-73.9456959138,"(u'3', u'060000')"
1141,40.5864537048,-73.9561413513,"(u'3', u'060600')"
1142,40.5842621531,-73.9501175733,"(u'3', u'060800')"
1143,40.5759740911,-73.9563677354,"(u'3', u'061002')"
1144,40.5813798447,-73.9586693862,"(u'3', u'061003')"
1145,40.5798523795,-73.9557265978,"(u'3', u'061004')"
1146,40.5808882276,-73.9496061476,"(u'3', u'061200')"
1147,40.5774916533,-73.9401250345,"(u'3', u'061600')"
1148,40.5789163346,-73.9463182617,"(u'3', u'062000')"
1149,40.5847384941,-73.9352363043,"(u'3', u'062200')"
1150,40.5923346432,-73.9344380065,"(u'3', u'062600')"
1151,40.5904451868,-73.9269163055,"(u'3', u'062800')"
1152,40.5997606758,-73.9315684797,"(u'3', u'063200')"
1153,40.6099356703,-73.9361430165,"(u'3', u'063600')"
1154,40.6066678004,-73.9388099216,"(u'3', u'063800')"
1155,40.6109970119,-73.940246213,"(u'3', u'064000')"
1156,40.6121976517,-73.946394113,"(u'3', u'064200')"
1157,40.6137966438,-73.9424795255,"(u'3', u'064400')"
1158,40.6159145628,-73.9395352068,"(u'3', u'064600')"
1159,40.6176899422,-73.9364605761,"(u'3', u'064800')"
1160,40.6199787402,-73.9336467811,"(u'3', u'065000')"
1161,40.6147658377,-73.930082119,"(u'3', u'065200')"
1162,40.6129488043,-73.9318076314,"(u'3', u'065400')"
1163,40.6130112224,-73.9349824766,"(u'3', u'065600')"
1164,40.6080826499,-73.9312003978,"(u'3', u'065800')"
1165,40.6090466295,-73.9280801325,"(u'3', u'066000')"
1166,40.6093029808,-73.9243728248,"(u'3', u'066200')"
1167,40.5939764466,-73.9161526927,"(u'3', u'066600')"
1168,40.6127246553,-73.9227680274,"(u'3', u'067000')"
1169,40.6187406072,-73.927800556,"(u'3', u'067200')"
1170,40.6198232146,-73.930269603,"(u'3', u'067400')"
1171,40.6249950094,-73.9272007178,"(u'3', u'067600')"
1172,40.6261489907,-73.9227789195,"(u'3', u'067800')"
1173,40.6213763733,-73.9251877894,"(u'3', u'068000')"
1174,40.6166470229,-73.9241304905,"(u'3', u'068200')"
1175,40.6148228327,-73.9172824379,"(u'3', u'068600')"
1176,40.6172143733,-73.9191035581,"(u'3', u'068800')"
1177,40.6199658344,-73.9206691126,"(u'3', u'069000')"
1178,40.6236711057,-73.920098196,"(u'3', u'069200')"
1179,40.626799678,-73.9151333029,"(u'3', u'069601')"
1180,40.6223720203,-73.9096348719,"(u'3', u'069602')"
1181,40.6129219195,-73.9157308098,"(u'3', u'069800')"
1182,40.6200418558,-73.906742881,"(u'3', u'070000')"
1183,40.6092992169,-73.9088717343,"(u'3', u'070201')"
1184,40.593234615,-73.8918469108,"(u'3', u'070202')"
1185,40.6114888945,-73.8588916799,"(u'3', u'070203')"
1186,40.6136981855,-73.89874585,"(u'3', u'070600')"
1187,40.6288464955,-73.9200474718,"(u'3', u'072000')"
1188,40.6319999614,-73.9243855582,"(u'3', u'072200')"
1189,40.6341059311,-73.927055861,"(u'3', u'072400')"
1190,40.6324136606,-73.933876095,"(u'3', u'072600')"
1191,40.6294857414,-73.9270040705,"(u'3', u'072800')"
1192,40.626201581,-73.9298455925,"(u'3', u'073000')"
1193,40.6279324257,-73.9336064567,"(u'3', u'073200')"
1194,40.6278152649,-73.9374778634,"(u'3', u'073400')"
1195,40.6240411247,-73.9357910921,"(u'3', u'073600')"
1196,40.6224092636,-73.9390774944,"(u'3', u'073800')"
1197,40.6273940787,-73.9412569262,"(u'3', u'074000')"
1198,40.6269942444,-73.9449753814,"(u'3', u'074200')"
1199,40.6223128952,-73.9431029399,"(u'3', u'074400')"
1200,40.6185991586,-73.942644386,"(u'3', u'074600')"
1201,40.6218932597,-73.9468957874,"(u'3', u'074800')"
1202,40.626568222,-73.9487659804,"(u'3', u'075000')"
1203,40.6261530567,-73.9525458148,"(u'3', u'075200')"
1204,40.6214736659,-73.9507114765,"(u'3', u'075400')"
1205,40.6168565509,-73.9479893819,"(u'3', u'075600')"
1206,40.6164747849,-73.9519618994,"(u'3', u'075800')"
1207,40.6213571185,-73.9547886023,"(u'3', u'076000')"
1208,40.6257184327,-73.9564857229,"(u'3', u'076200')"
1209,40.631927122,-73.9586432326,"(u'3', u'076400')"
1210,40.6331873407,-73.9568393323,"(u'3', u'076600')"
1211,40.6188040496,-73.9608016716,"(u'3', u'076800')"
1212,40.6361379102,-73.9538268928,"(u'3', u'077000')"
1213,40.6316093102,-73.9531772212,"(u'3', u'077200')"
1214,40.6312088426,-73.9480836769,"(u'3', u'077400')"
1215,40.6309255158,-73.9411361092,"(u'3', u'077600')"
1216,40.6344982825,-73.9391491781,"(u'3', u'078000')"
1217,40.6378535316,-73.9414428392,"(u'3', u'078200')"
1218,40.6342621656,-73.9429558946,"(u'3', u'078400')"
1219,40.6344153772,-73.9470552957,"(u'3', u'078600')"
1220,40.6374704426,-73.9488468505,"(u'3', u'078800')"
1221,40.6409843402,-73.9537002653,"(u'3', u'079000')"
1222,40.6447643369,-73.9549101693,"(u'3', u'079200')"
1223,40.6486052325,-73.9552866265,"(u'3', u'079400')"
1224,40.6565963295,-73.9582723729,"(u'3', u'079601')"
1225,40.6527602641,-73.9576546493,"(u'3', u'079602')"
1226,40.6600118279,-73.9587204196,"(u'3', u'079801')"
1227,40.6579962178,-73.9613733391,"(u'3', u'079802')"
1228,40.6606859241,-73.95376667,"(u'3', u'080000')"
1229,40.657639776,-73.9534408701,"(u'3', u'080200')"
1230,40.6589744767,-73.9489902174,"(u'3', u'080400')"
1231,40.6616592064,-73.9438614035,"(u'3', u'080600')"
1232,40.6573030706,-73.939487288,"(u'3', u'080800')"
1233,40.6591134243,-73.9445484386,"(u'3', u'081000')"
1234,40.6536404108,-73.9402380901,"(u'3', u'081400')"
1235,40.6535297544,-73.9442055813,"(u'3', u'081600')"
1236,40.6530923959,-73.947975209,"(u'3', u'081800')"
1237,40.6534535658,-73.9513101645,"(u'3', u'082000')"
1238,40.6532882981,-73.9544280729,"(u'3', u'082200')"
1239,40.6488475001,-73.9493579664,"(u'3', u'082400')"
1240,40.6450648382,-73.9489726676,"(u'3', u'082600')"
1241,40.6409953607,-73.9496032733,"(u'3', u'082800')"
1242,40.6408871851,-73.9455025878,"(u'3', u'083000')"
1243,40.6415239114,-73.9416241517,"(u'3', u'083200')"
1244,40.6415493555,-73.9384749353,"(u'3', u'083400')"
1245,40.6371028785,-73.9351274999,"(u'3', u'083600')"
1246,40.641756124,-73.9351352416,"(u'3', u'083800')"
1247,40.6419943197,-73.9312922755,"(u'3', u'084000')"
1248,40.6422793414,-73.9274697686,"(u'3', u'084600')"
1249,40.6464269116,-73.9278609125,"(u'3', u'084800')"
1250,40.6457433687,-73.9323159957,"(u'3', u'085000')"
1251,40.646999854,-73.9382423248,"(u'3', u'085200')"
1252,40.6446725174,-73.9425493937,"(u'3', u'085400')"
1253,40.6486247244,-73.9448274524,"(u'3', u'085600')"
1254,40.6501955845,-73.9390190229,"(u'3', u'085800')"
1255,40.6499955005,-73.932923457,"(u'3', u'086000')"
1256,40.6502163029,-73.9282257049,"(u'3', u'086200')"
1257,40.6543400636,-73.9238500981,"(u'3', u'086400')"
1258,40.6563747874,-73.9267620748,"(u'3', u'086600')"
1259,40.6543127308,-73.9297308689,"(u'3', u'086800')"
1260,40.6541801682,-73.9334038348,"(u'3', u'087000')"
1261,40.6536754464,-73.9366496557,"(u'3', u'087200')"
1262,40.6604743239,-73.9384586625,"(u'3', u'087401')"
1263,40.6606476319,-73.9357057171,"(u'3', u'087600')"
1264,40.6588465498,-73.931033884,"(u'3', u'087800')"
1265,40.6615181522,-73.9310215625,"(u'3', u'088000')"
1266,40.6604939523,-73.9259814837,"(u'3', u'088200')"
1267,40.6622282555,-73.9245504074,"(u'3', u'088400')"
1268,40.6574882249,-73.920676365,"(u'3', u'088600')"
1269,40.6539400497,-73.9180911101,"(u'3', u'088800')"
1270,40.6569895636,-73.915494821,"(u'3', u'089000')"
1271,40.6632807751,-73.9219219266,"(u'3', u'089200')"
1272,40.6615040582,-73.9164852189,"(u'3', u'089400')"
1273,40.6580049566,-73.9124094408,"(u'3', u'089600')"
1274,40.6627863437,-73.9137079586,"(u'3', u'089800')"
1275,40.6662421203,-73.9198142994,"(u'3', u'090000')"
1276,40.6675531917,-73.9150076154,"(u'3', u'090200')"
1277,40.6701302502,-73.9088596901,"(u'3', u'090600')"
1278,40.6713270059,-73.9047713593,"(u'3', u'090800')"
1279,40.6657525928,-73.903407901,"(u'3', u'091000')"
1280,40.6651291763,-73.9076346233,"(u'3', u'091200')"
1281,40.6591039159,-73.9091012463,"(u'3', u'091600')"
1282,40.6616526126,-73.9045855838,"(u'3', u'091800')"
1283,40.658564278,-73.9029844954,"(u'3', u'092000')"
1284,40.6552394605,-73.906347979,"(u'3', u'092200')"
1285,40.6669330971,-73.9114796092,"(u'3', u'092400')"
1286,40.6524792864,-73.9117748132,"(u'3', u'092800')"
1287,40.64992922,-73.9154072666,"(u'3', u'093000')"
1288,40.6375686639,-73.9295084311,"(u'3', u'093200')"
1289,40.648924357,-73.9190147687,"(u'3', u'093400')"
1290,40.648796452,-73.921583467,"(u'3', u'093600')"
1291,40.650447266,-73.9245578686,"(u'3', u'093800')"
1292,40.6386987232,-73.9229907923,"(u'3', u'094401')"
1293,40.6350825645,-73.92078017,"(u'3', u'094402')"
1294,40.6445429757,-73.9232555892,"(u'3', u'094600')"
1295,40.6362459916,-73.9171464891,"(u'3', u'095000')"
1296,40.6389666863,-73.9146326235,"(u'3', u'095400')"
1297,40.6355741634,-73.9109182033,"(u'3', u'095600')"
1298,40.6408226971,-73.9116863654,"(u'3', u'095800')"
1299,40.6459317277,-73.914757109,"(u'3', u'096000')"
1300,40.6450222985,-73.9105091081,"(u'3', u'096200')"
1301,40.6419500358,-73.9072686284,"(u'3', u'096400')"
1302,40.640640064,-73.9031418459,"(u'3', u'096600')"
1303,40.6441420094,-73.9038768884,"(u'3', u'096800')"
1304,40.6472600008,-73.9073529764,"(u'3', u'097000')"
1305,40.6469794235,-73.8997694115,"(u'3', u'097400')"
1306,40.6509976478,-73.8943716362,"(u'3', u'098200')"
1307,40.6465775752,-73.8917902528,"(u'3', u'098400')"
1308,40.6449359455,-73.894319728,"(u'3', u'098600')"
1309,40.6430019862,-73.8973149287,"(u'3', u'098800')"
1310,40.6393704383,-73.8985621481,"(u'3', u'099000')"
1311,40.6374034407,-73.9012844558,"(u'3', u'099200')"
1312,40.6357595913,-73.9043990674,"(u'3', u'099400')"
1313,40.6334435475,-73.9077880002,"(u'3', u'099600')"
1314,40.6297080611,-73.908209932,"(u'3', u'099800')"
1315,40.6306494984,-73.9038000417,"(u'3', u'100400')"
1316,40.6322530813,-73.9008895712,"(u'3', u'100600')"
1317,40.6341330159,-73.8980666025,"(u'3', u'100800')"
1318,40.636028032,-73.894971972,"(u'3', u'101000')"
1319,40.6397264834,-73.8936678846,"(u'3', u'101200')"
1320,40.6416624488,-73.8906733229,"(u'3', u'101400')"
1321,40.6433028509,-73.8881409762,"(u'3', u'101600')"
1322,40.6422925318,-73.8856324947,"(u'3', u'101800')"
1323,40.6383776594,-73.8870174708,"(u'3', u'102000')"
1324,40.636441267,-73.8900106397,"(u'3', u'102200')"
1325,40.6329284162,-73.8932760467,"(u'3', u'102400')"
1326,40.629608073,-73.8984798308,"(u'3', u'102600')"
1327,40.6278622971,-73.8930285427,"(u'3', u'102800')"
1328,40.6345007185,-73.8831913543,"(u'3', u'103400')"
1329,40.6491887659,-73.8805586298,"(u'3', u'105801')"
1330,40.6464636421,-73.8835976418,"(u'3', u'105804')"
1331,40.6491257765,-73.8690643815,"(u'3', u'107000')"
1332,40.6588449316,-73.8759551716,"(u'3', u'107800')"
1333,40.6526628602,-73.9016449894,"(u'3', u'109800')"
1334,40.6574145052,-73.8887707612,"(u'3', u'110400')"
1335,40.6573143466,-73.8842981392,"(u'3', u'110600')"
1336,40.6605445014,-73.8813457593,"(u'3', u'111000')"
1337,40.6638635966,-73.8756874799,"(u'3', u'111600')"
1338,40.6687538225,-73.8760192763,"(u'3', u'111800')"
1339,40.666627344,-73.8805197658,"(u'3', u'112000')"
1340,40.6637278506,-73.8859223948,"(u'3', u'112200')"
1341,40.6660038584,-73.8871535026,"(u'3', u'112400')"
1342,40.6648986392,-73.8931117008,"(u'3', u'112600')"
1343,40.6617411143,-73.8921088655,"(u'3', u'112800')"
1344,40.6621724926,-73.8964710627,"(u'3', u'113000')"
1345,40.6612941374,-73.8988923182,"(u'3', u'113200')"
1346,40.6677792985,-73.8996081221,"(u'3', u'113400')"
1347,40.6804576841,-73.89729878,"(u'3', u'114201')"
1348,40.682478656,-73.8912219474,"(u'3', u'114202')"
1349,40.6728029174,-73.8985474131,"(u'3', u'114400')"
1350,40.6792065994,-73.8923418326,"(u'3', u'114600')"
1351,40.6739224251,-73.8865225026,"(u'3', u'115000')"
1352,40.6732692814,-73.8909299791,"(u'3', u'115200')"
1353,40.6683263494,-73.8958948962,"(u'3', u'115600')"
1354,40.6688808841,-73.8921626154,"(u'3', u'115800')"
1355,40.6694196839,-73.8885304969,"(u'3', u'116000')"
1356,40.6699380249,-73.8850349802,"(u'3', u'116200')"
1357,40.6705096652,-73.8811824839,"(u'3', u'116400')"
1358,40.674562555,-73.8822052768,"(u'3', u'116600')"
1359,40.6789889761,-73.8825190608,"(u'3', u'116800')"
1360,40.6776001323,-73.8861836555,"(u'3', u'117000')"
1361,40.6808115761,-73.8875149058,"(u'3', u'117201')"
1362,40.6827366759,-73.8837646745,"(u'3', u'117202')"
1363,40.6828548525,-73.8797840387,"(u'3', u'117400')"
1364,40.6847799403,-73.876879517,"(u'3', u'117601')"
1365,40.6862346288,-73.874447627,"(u'3', u'117602')"
1366,40.6816521711,-73.8742866634,"(u'3', u'117800')"
1367,40.6894923859,-73.877706378,"(u'3', u'118000')"
1368,40.6879085484,-73.8718976765,"(u'3', u'118201')"
1369,40.6886646571,-73.8690024412,"(u'3', u'118202')"
1370,40.6843052061,-73.8694101546,"(u'3', u'118400')"
1371,40.681465599,-73.8677799688,"(u'3', u'118600')"
1372,40.6790411883,-73.8659133224,"(u'3', u'118800')"
1373,40.6790630347,-73.8716371446,"(u'3', u'119000')"
1374,40.677110021,-73.8781584853,"(u'3', u'119200')"
1375,40.6725542717,-73.8770653168,"(u'3', u'119400')"
1376,40.6758895144,-73.8731622501,"(u'3', u'119600')"
1377,40.6763153045,-73.894398222,"(u'3', u'119800')"
1378,40.6748778607,-73.8672731005,"(u'3', u'120000')"
1379,40.6763444928,-73.8643693789,"(u'3', u'120200')"
1380,40.671306518,-73.8651572324,"(u'3', u'120800')"
1381,40.670071493,-73.8722354533,"(u'3', u'121000')"
1382,40.6674642278,-73.8651721154,"(u'3', u'121400')"
1383,40.6638753713,-73.8628749174,"(u'3', u'122000')"
1384,40.6967384059,-73.9567404382,"(u'3', u'123700')"
1385,40.6546326319,-73.9812690931,"(u'3', u'150200')"
1386,40.6439719079,-73.967184958,"(u'3', u'152200')"
1387,40.74321264,-73.9506525939,"(u'4', u'000100')"
1388,40.6932910771,-73.866128482,"(u'4', u'000200')"
1389,40.6896829767,-73.8647720053,"(u'4', u'000400')"
1390,40.6859074162,-73.863728286,"(u'4', u'000600')"
1391,40.744841646,-73.9514084067,"(u'4', u'000700')"
1392,40.6873481128,-73.8582603777,"(u'4', u'000800')"
1393,40.6907547136,-73.859289652,"(u'4', u'001000')"
