,lat,lon,tract
468,40.8574443392,-73.9131076077,"(u'2', u'024900')"
469,40.8517064875,-73.8557002879,"(u'2', u'025000')"
470,40.8565290295,-73.9077343971,"(u'2', u'025100')"
471,40.8471387704,-73.8549678486,"(u'2', u'025200')"
472,40.8610077576,-73.9045502135,"(u'2', u'025300')"
473,40.8484984512,-73.8524773032,"(u'2', u'025400')"
474,40.8605375616,-73.9089385795,"(u'2', u'025500')"
475,40.8443909806,-73.8502187054,"(u'2', u'025600')"
476,40.8601207661,-73.9142974416,"(u'2', u'025700')"
477,40.866665789,-73.9058883559,"(u'2', u'026100')"
478,40.8647767968,-73.9044581739,"(u'2', u'026300')"
479,40.8417810498,-73.8320996768,"(u'2', u'026400')"
480,40.8662182611,-73.9002406372,"(u'2', u'026500')"
481,40.8474290344,-73.8341322006,"(u'2', u'026601')"
482,40.845982359,-73.8306129351,"(u'2', u'026602')"
483,40.8693512262,-73.9012265592,"(u'2', u'026701')"
484,40.872287793,-73.9001168879,"(u'2', u'026702')"
485,40.8677092582,-73.9085560216,"(u'2', u'026900')"
486,40.873857982,-73.9031657457,"(u'2', u'027300')"
487,40.8404375618,-73.8226314089,"(u'2', u'027401')"
488,40.8427772333,-73.8174566841,"(u'2', u'027402')"
489,40.8547404561,-73.8215984623,"(u'2', u'027600')"
490,40.8783986496,-73.9013821002,"(u'2', u'027700')"
491,40.8825487883,-73.8972422056,"(u'2', u'027900')"
492,40.8838045549,-73.8906822544,"(u'2', u'028100')"
493,40.8805338499,-73.9025457113,"(u'2', u'028300')"
494,40.8494980728,-73.8386961651,"(u'2', u'028400')"
495,40.8864354117,-73.9025292176,"(u'2', u'028500')"
496,40.849154093,-73.8478072694,"(u'2', u'028600')"
497,40.8827142028,-73.9046579282,"(u'2', u'028700')"
498,40.8542896899,-73.8514695802,"(u'2', u'028800')"
499,40.8796596967,-73.9072913539,"(u'2', u'028900')"
500,40.8821760614,-73.9211672596,"(u'2', u'029301')"
501,40.8792120868,-73.9158974224,"(u'2', u'029302')"
502,40.8849294754,-73.9085602524,"(u'2', u'029500')"
503,40.8553761652,-73.8450960399,"(u'2', u'029600')"
504,40.884908938,-73.9118382895,"(u'2', u'029700')"
505,40.8522102308,-73.8312440898,"(u'2', u'030000')"
506,40.883244162,-73.917934373,"(u'2', u'030100')"
507,40.8637746222,-73.8220885206,"(u'2', u'030200')"
508,40.8931545152,-73.9105559589,"(u'2', u'030701')"
509,40.897283372,-73.9139810372,"(u'2', u'030900')"
510,40.8612393715,-73.8360597549,"(u'2', u'031000')"
511,40.8620597962,-73.842449171,"(u'2', u'031200')"
512,40.8615381338,-73.8455335028,"(u'2', u'031400')"
513,40.8619710853,-73.8487245508,"(u'2', u'031600')"
514,40.8619547496,-73.851567887,"(u'2', u'031800')"
515,40.9129500017,-73.9068397366,"(u'2', u'031900')"
516,40.9053355687,-73.9075679602,"(u'2', u'032300')"
517,40.8613542557,-73.8597119617,"(u'2', u'032400')"
518,40.86217655,-73.8554766534,"(u'2', u'032600')"
519,40.8617364304,-73.8631302022,"(u'2', u'032800')"
520,40.8616581247,-73.8660249907,"(u'2', u'033000')"
521,40.8594786073,-73.8692346007,"(u'2', u'033201')"
522,40.8633766353,-73.8689290357,"(u'2', u'033202')"
523,40.8577427505,-73.8754766029,"(u'2', u'033400')"
524,40.8942869967,-73.9051789268,"(u'2', u'033500')"
525,40.8684894861,-73.8688857247,"(u'2', u'033600')"
526,40.9063413628,-73.9025042282,"(u'2', u'033700')"
527,40.868437876,-73.8658167268,"(u'2', u'033800')"
528,40.8684406032,-73.8629233863,"(u'2', u'034000')"
529,40.868416562,-73.8600262379,"(u'2', u'034200')"
530,40.9096872024,-73.8981755827,"(u'2', u'034300')"
531,40.868364219,-73.8571322771,"(u'2', u'034400')"
532,40.9040438295,-73.8986899917,"(u'2', u'034500')"
533,40.8694486567,-73.8530672091,"(u'2', u'034800')"
534,40.8685083857,-73.8482475103,"(u'2', u'035000')"
535,40.8950268985,-73.899968654,"(u'2', u'035100')"
536,40.8669229539,-73.8360945088,"(u'2', u'035600')"
537,40.8739844929,-73.84259417,"(u'2', u'035800')"
538,40.84020667,-73.8833788889,"(u'2', u'035900')"
539,40.8668406752,-73.8431058356,"(u'2', u'036000')"
540,40.8422799581,-73.8795705516,"(u'2', u'036100')"
541,40.8445408153,-73.8827587293,"(u'2', u'036300')"
542,40.8736170277,-73.8492148078,"(u'2', u'036400')"
543,40.8454012812,-73.8857897646,"(u'2', u'036501')"
544,40.8423877232,-73.8878238926,"(u'2', u'036502')"
545,40.8407513379,-73.8893065163,"(u'2', u'036700')"
546,40.8753074849,-73.8559535746,"(u'2', u'036800')"
547,40.8443772573,-73.891882348,"(u'2', u'036901')"
548,40.842571752,-73.8928911139,"(u'2', u'036902')"
549,40.8730896865,-73.8590206462,"(u'2', u'037000')"
550,40.8472228691,-73.8873809868,"(u'2', u'037100')"
551,40.8738043222,-73.8632780591,"(u'2', u'037200')"
552,40.8486702199,-73.8901429459,"(u'2', u'037300')"
553,40.8745405771,-73.8666721627,"(u'2', u'037400')"
554,40.8503029343,-73.8926727648,"(u'2', u'037504')"
555,40.8745716415,-73.8692190989,"(u'2', u'037600')"
556,40.8798243317,-73.8666623319,"(u'2', u'037800')"
557,40.8515681665,-73.8987820549,"(u'2', u'037900')"
558,40.8780970577,-73.8624964928,"(u'2', u'038000')"
559,40.8520151825,-73.9011542467,"(u'2', u'038100')"
560,40.8773118739,-73.8547399676,"(u'2', u'038200')"
561,40.8572098962,-73.8985094858,"(u'2', u'038301')"
562,40.8574634752,-73.8949885928,"(u'2', u'038302')"
563,40.8562302327,-73.8924820781,"(u'2', u'038500')"
564,40.8796353398,-73.8483983085,"(u'2', u'038600')"
565,40.8580052025,-73.889220829,"(u'2', u'038700')"
566,40.8796017982,-73.8553572806,"(u'2', u'038800')"
567,40.8564211293,-73.8849825332,"(u'2', u'038900')"
568,40.881230036,-73.860769045,"(u'2', u'039000')"
569,40.8531163555,-73.8871260772,"(u'2', u'039100')"
570,40.8832873482,-73.8647405358,"(u'2', u'039200')"
571,40.8525280407,-73.8831298923,"(u'2', u'039300')"
572,40.8864781542,-73.8633961261,"(u'2', u'039400')"
573,40.8481658699,-73.896696902,"(u'2', u'039500')"
574,40.8844234531,-73.8589556026,"(u'2', u'039600')"
575,40.861885316,-73.8854425653,"(u'2', u'039700')"
576,40.8826971469,-73.8534696663,"(u'2', u'039800')"
577,40.8635138451,-73.8936546223,"(u'2', u'039901')"
578,40.8604332134,-73.8947539236,"(u'2', u'039902')"
579,40.8645999768,-73.8976571781,"(u'2', u'040100')"
580,40.8678472641,-73.8921990288,"(u'2', u'040302')"
581,40.8696905651,-73.8934976023,"(u'2', u'040303')"
582,40.8676702307,-73.8951905508,"(u'2', u'040304')"
583,40.8861692235,-73.8513486894,"(u'2', u'040400')"
584,40.8671630783,-73.8909135676,"(u'2', u'040501')"
585,40.865873756,-73.8889842195,"(u'2', u'040502')"
586,40.8879509655,-73.8570053162,"(u'2', u'040600')"
587,40.8715804292,-73.8902581663,"(u'2', u'040701')"
588,40.8691411304,-73.8869983247,"(u'2', u'040702')"
589,40.8897430208,-73.861690529,"(u'2', u'040800')"
590,40.8767919522,-73.8931479747,"(u'2', u'040900')"
591,40.875578105,-73.887139437,"(u'2', u'041100')"
592,40.8740990592,-73.8851973982,"(u'2', u'041300')"
593,40.9037206612,-73.8541255454,"(u'2', u'041400')"
594,40.8701119976,-73.8835447955,"(u'2', u'041500')"
595,40.8971250087,-73.8584889649,"(u'2', u'041800')"
596,40.8768614925,-73.881681776,"(u'2', u'041900')"
597,40.893020551,-73.8598523255,"(u'2', u'042000')"
598,40.8814686723,-73.8827687648,"(u'2', u'042100')"
599,40.8910993634,-73.8552728183,"(u'2', u'042200')"
600,40.8770675114,-73.8773184317,"(u'2', u'042300')"
601,40.8892800899,-73.8495360093,"(u'2', u'042400')"
602,40.871088299,-73.8790368264,"(u'2', u'042500')"
603,40.8908492066,-73.8419197664,"(u'2', u'042600')"
604,40.8945093634,-73.8457031532,"(u'2', u'042800')"
605,40.8749600279,-73.8742773198,"(u'2', u'042901')"
606,40.8771228375,-73.8739183517,"(u'2', u'042902')"
607,40.8934600579,-73.8506572472,"(u'2', u'043000')"
608,40.8818881619,-73.8765611288,"(u'2', u'043100')"
609,40.8982129182,-73.8523422901,"(u'2', u'043400')"
610,40.8946020249,-73.8819782979,"(u'2', u'043500')"
611,40.8972957014,-73.8497630216,"(u'2', u'043600')"
612,40.9038832369,-73.8462074608,"(u'2', u'044200')"
613,40.89949964,-73.8437388032,"(u'2', u'044400')"
614,40.8954753379,-73.841301046,"(u'2', u'044800')"
615,40.8975061502,-73.873389542,"(u'2', u'044901')"
616,40.8988181373,-73.868987015,"(u'2', u'044902')"
617,40.8974348246,-73.8643690619,"(u'2', u'045101')"
618,40.900423454,-73.8641704428,"(u'2', u'045102')"
619,40.8887375345,-73.8210539976,"(u'2', u'045600')"
620,40.8858632233,-73.8451998795,"(u'2', u'045800')"
621,40.8824447788,-73.8426478527,"(u'2', u'046000')"
622,40.8743617227,-73.8273616142,"(u'2', u'046201')"
623,40.8790883268,-73.8339554849,"(u'2', u'046202')"
624,40.8863053207,-73.8346327948,"(u'2', u'048400')"
625,40.8716446487,-73.8044348156,"(u'2', u'050400')"
626,40.849085943,-73.7819871466,"(u'2', u'051600')"
627,40.7002132441,-73.9938255683,"(u'3', u'000100')"
628,40.6532580269,-74.0110890298,"(u'3', u'000200')"
629,40.6963627218,-73.9973656284,"(u'3', u'000301')"
630,40.6958150655,-73.9947002028,"(u'3', u'000501')"
631,40.6951349754,-73.9928690797,"(u'3', u'000502')"
632,40.692357696,-73.997391116,"(u'3', u'000700')"
633,40.6917307537,-73.9916291054,"(u'3', u'000900')"
634,40.6932917539,-73.9877098165,"(u'3', u'001100')"
635,40.6976265537,-73.9883938865,"(u'3', u'001300')"
636,40.6942884153,-73.9830100127,"(u'3', u'001500')"
637,40.6553023804,-74.0133776552,"(u'3', u'001800')"
638,40.6480559105,-74.0159609426,"(u'3', u'002000')"
639,40.7031831105,-73.9864941383,"(u'3', u'002100')"
640,40.6434267842,-74.0217159006,"(u'3', u'002200')"
641,40.699563632,-73.983275275,"(u'3', u'002300')"
642,40.6949757914,-73.9781014721,"(u'3', u'002901')"
643,40.6388596424,-74.0289890155,"(u'3', u'003000')"
644,40.6916117163,-73.9777171538,"(u'3', u'003100')"
645,40.6885114256,-73.978110385,"(u'3', u'003300')"
646,40.639409431,-74.0336392685,"(u'3', u'003400')"
647,40.6853246207,-73.976180422,"(u'3', u'003500')"
648,40.6346863301,-74.0308977368,"(u'3', u'003600')"
649,40.6894100786,-73.9847433914,"(u'3', u'003700')"
650,40.634421342,-74.0357442003,"(u'3', u'003800')"
651,40.6849057873,-73.9808340879,"(u'3', u'003900')"
652,40.68659967,-73.9850536449,"(u'3', u'004100')"
653,40.6882098932,-73.9895996186,"(u'3', u'004300')"
654,40.6308167317,-74.0359604578,"(u'3', u'004400')"
655,40.6881462812,-73.995286513,"(u'3', u'004500')"
656,40.6270031459,-74.0363177967,"(u'3', u'004600')"
657,40.688428186,-74.0016504373,"(u'3', u'004700')"
658,40.6879986524,-73.9984365106,"(u'3', u'004900')"
659,40.624134268,-74.0375649412,"(u'3', u'005000')"
660,40.6834689266,-74.0034672196,"(u'3', u'005100')"
661,40.6216004235,-74.0382274492,"(u'3', u'005201')"
662,40.6192953077,-74.038913278,"(u'3', u'005202')"
663,40.6746640847,-74.0102528687,"(u'3', u'005300')"
664,40.6171031105,-74.035880234,"(u'3', u'005400')"
665,40.6152104898,-74.0362897816,"(u'3', u'005601')"
666,40.6127810648,-74.035761057,"(u'3', u'005602')"
667,40.619088637,-74.0321887659,"(u'3', u'005800')"
668,40.6794002819,-74.0060956445,"(u'3', u'005900')"
669,40.6220828548,-74.0316043506,"(u'3', u'006000')"
670,40.6249107348,-74.0304460836,"(u'3', u'006200')"
671,40.6819839047,-74.0013004504,"(u'3', u'006300')"
672,40.6289252696,-74.0288092662,"(u'3', u'006400')"
673,40.6790824534,-73.9994528751,"(u'3', u'006500')"
674,40.6321321833,-74.0275009824,"(u'3', u'006600')"
675,40.6841758891,-73.9972230691,"(u'3', u'006700')"
676,40.6351748391,-74.0262303218,"(u'3', u'006800')"
677,40.685234712,-73.9917011746,"(u'3', u'006900')"
678,40.6382003103,-74.0242826403,"(u'3', u'007000')"
679,40.6833138756,-73.9871671357,"(u'3', u'007100')"
680,40.640242845,-74.020413154,"(u'3', u'007200')"
681,40.6418417843,-74.0170231599,"(u'3', u'007400')"
682,40.6812911512,-73.9920050593,"(u'3', u'007500')"
683,40.6441020268,-74.0146973962,"(u'3', u'007600')"
684,40.6770276369,-73.9952087285,"(u'3', u'007700')"
685,40.6463422146,-74.0123660932,"(u'3', u'007800')"
686,40.6485799457,-74.0100379412,"(u'3', u'008000')"
687,40.6508219289,-74.0077104484,"(u'3', u'008200')"
688,40.6539083293,-74.0045079566,"(u'3', u'008400')"
689,40.6758552277,-74.0064662726,"(u'3', u'008500')"
690,40.6479767207,-74.0037440027,"(u'3', u'008600')"
691,40.6502186072,-74.0014244278,"(u'3', u'008800')"
692,40.6472853898,-73.9973023586,"(u'3', u'009000')"
693,40.6453175105,-73.9993390426,"(u'3', u'009200')"
694,40.6433562382,-74.0013782888,"(u'3', u'009400')"
695,40.6460151487,-74.0057848215,"(u'3', u'009600')"
696,40.6437762141,-74.0081152769,"(u'3', u'009800')"
697,40.6415353929,-74.0104456728,"(u'3', u'010000')"
698,40.6583824155,-73.9998386428,"(u'3', u'010100')"
699,40.6392846199,-74.0127873234,"(u'3', u'010200')"
700,40.6366239518,-74.0083815643,"(u'3', u'010400')"
701,40.6388747443,-74.0060398219,"(u'3', u'010600')"
702,40.6411160634,-74.0037103953,"(u'3', u'010800')"
703,40.6445757242,-73.9927716485,"(u'3', u'011000')"
704,40.6422529571,-73.9956749511,"(u'3', u'011200')"
705,40.6394232336,-73.9992118799,"(u'3', u'011400')"
706,40.6358729574,-74.0036495153,"(u'3', u'011600')"
707,40.6685592784,-73.993299699,"(u'3', u'011700')"
708,40.6351045913,-74.0114901266,"(u'3', u'011800')"
709,40.6753193783,-73.9898214173,"(u'3', u'011900')"
710,40.6327992227,-74.0117758864,"(u'3', u'012000')"
711,40.6714790577,-73.991049255,"(u'3', u'012100')"
712,40.6381317747,-74.0175931214,"(u'3', u'012200')"
713,40.6348000153,-74.0190789968,"(u'3', u'012600')"
714,40.6817465733,-73.9828517418,"(u'3', u'012700')"
715,40.630801731,-74.0133034928,"(u'3', u'012801')"
716,40.6817353162,-73.9785303512,"(u'3', u'012901')"
717,40.6807765353,-73.9760214706,"(u'3', u'012902')"
718,40.6325873849,-74.0213841494,"(u'3', u'013000')"
719,40.6777164277,-73.9796044321,"(u'3', u'013100')"
720,40.6279935315,-74.0156512194,"(u'3', u'013200')"
721,40.6751806776,-73.981307404,"(u'3', u'013300')"
722,40.6295235056,-74.020274939,"(u'3', u'013400')"
723,40.6728118604,-73.9833137916,"(u'3', u'013500')"
724,40.6268851595,-74.0225668378,"(u'3', u'013600')"
725,40.670398019,-73.9853231342,"(u'3', u'013700')"
726,40.6243110889,-74.0255175065,"(u'3', u'013800')"
727,40.6679893099,-73.9873369295,"(u'3', u'013900')"
728,40.6207757251,-74.0196692795,"(u'3', u'014000')"
729,40.6654359293,-73.9893780417,"(u'3', u'014100')"
730,40.6225018345,-74.0224809704,"(u'3', u'014200')"
731,40.66363004,-73.992664675,"(u'3', u'014300')"
732,40.6613559534,-73.9949500353,"(u'3', u'014500')"
733,40.6598529936,-73.9896656992,"(u'3', u'014700')"
734,40.6167059291,-74.0129615914,"(u'3', u'014800')"
735,40.6624248049,-73.9851752557,"(u'3', u'014900')"
736,40.615379101,-74.0107563651,"(u'3', u'015000')"
737,40.6656891027,-73.982585197,"(u'3', u'015100')"
738,40.614500818,-74.0244711508,"(u'3', u'015200')"
739,40.6681005028,-73.9805759591,"(u'3', u'015300')"
740,40.6111612741,-74.0189267782,"(u'3', u'015400')"
741,40.6705135396,-73.978561265,"(u'3', u'015500')"
742,40.6730523561,-73.976416735,"(u'3', u'015700')"
743,40.6751866014,-73.9730599301,"(u'3', u'015900')"
744,40.6189827753,-74.0268670794,"(u'3', u'016000')"
745,40.6798833719,-73.9731828625,"(u'3', u'016100')"
746,40.6133075971,-74.0312424975,"(u'3', u'016200')"
747,40.6791774699,-73.9700021465,"(u'3', u'016300')"
748,40.608095993,-74.0277520367,"(u'3', u'016400')"
749,40.6699730338,-73.9740436418,"(u'3', u'016500')"
750,40.6187028207,-74.0162627738,"(u'3', u'016600')"
751,40.6642969615,-73.9787753469,"(u'3', u'016700')"
752,40.6042563386,-74.0157817973,"(u'3', u'016800')"
753,40.6592917772,-73.9812877531,"(u'3', u'016900')"
754,40.6101332842,-74.0126337595,"(u'3', u'017000')"
755,40.6569676072,-73.9768525402,"(u'3', u'017100')"
756,40.6088825616,-74.0103467222,"(u'3', u'017200')"
757,40.6037244875,-74.0116318122,"(u'3', u'017400')"
758,40.6521372991,-73.9902370601,"(u'3', u'017500')"
759,40.602515732,-74.0088119552,"(u'3', u'017600')"
760,40.6616263758,-73.9689139155,"(u'3', u'017700')"
761,40.6069684106,-74.0047238303,"(u'3', u'017800')"
762,40.6842387867,-73.9713261666,"(u'3', u'017900')"
763,40.6083002143,-74.0071514298,"(u'3', u'018000')"
764,40.6877681387,-73.9723711653,"(u'3', u'018100')"
765,40.6124597437,-74.0026813274,"(u'3', u'018200')"
766,40.6913758129,-73.9714781184,"(u'3', u'018300')"
767,40.6137054084,-74.0071446919,"(u'3', u'018400')"
768,40.6947783857,-73.9741527163,"(u'3', u'018501')"
769,40.6156440146,-74.0051062308,"(u'3', u'018600')"
770,40.6946493948,-73.9706407001,"(u'3', u'018700')"
771,40.6174777273,-74.002739552,"(u'3', u'018800')"
772,40.6210379752,-74.0003857575,"(u'3', u'019000')"
773,40.6952400944,-73.964418529,"(u'3', u'019100')"
774,40.6284584772,-73.9989279482,"(u'3', u'019200')"
775,40.6912795302,-73.9626404438,"(u'3', u'019300')"
776,40.6258366986,-74.0011073572,"(u'3', u'019400')"
777,40.6914100539,-73.9674997341,"(u'3', u'019500')"
778,40.6234233472,-74.0041849547,"(u'3', u'019600')"
779,40.6880023412,-73.9667466412,"(u'3', u'019700')"
780,40.6193591115,-74.0066178097,"(u'3', u'019800')"
781,40.6840274786,-73.9669194218,"(u'3', u'019900')"
782,40.6206890655,-74.0088198519,"(u'3', u'020000')"
783,40.6838498167,-73.9633814279,"(u'3', u'020100')"
784,40.6220199812,-74.0110214955,"(u'3', u'020200')"
785,40.6799552345,-73.9648176447,"(u'3', u'020300')"
786,40.6233501344,-74.0132238383,"(u'3', u'020400')"
787,40.6774750684,-73.9657030231,"(u'3', u'020500')"
788,40.6248829524,-74.0154390015,"(u'3', u'020600')"
789,40.6749715947,-73.9666013073,"(u'3', u'020700')"
790,40.6259762662,-74.0097675869,"(u'3', u'020800')"
791,40.6276262349,-74.0081562689,"(u'3', u'021000')"
792,40.6971557662,-73.975029528,"(u'3', u'021100')"
793,40.6294742682,-74.0058497828,"(u'3', u'021200')"
794,40.6683664316,-73.9604663774,"(u'3', u'021300')"
795,40.6316101168,-74.003181266,"(u'3', u'021400')"
796,40.6734105827,-73.9632599832,"(u'3', u'021500')"
797,40.6327951555,-73.9997698102,"(u'3', u'021600')"
798,40.6727739525,-73.959017324,"(u'3', u'021700')"
799,40.6343541057,-73.9978231184,"(u'3', u'021800')"
800,40.6719739666,-73.9552589235,"(u'3', u'021900')"
801,40.6361634523,-73.9955596366,"(u'3', u'022000')"
802,40.6761355546,-73.9543595983,"(u'3', u'022100')"
803,40.6382394262,-73.9929636731,"(u'3', u'022200')"
804,40.6405158844,-73.9903115614,"(u'3', u'022400')"
805,40.6419842695,-73.9863477084,"(u'3', u'022600')"
806,40.6815087025,-73.957248539,"(u'3', u'022700')"
807,40.6391243837,-73.9815298763,"(u'3', u'022800')"
808,40.6851315373,-73.9567615509,"(u'3', u'022900')"
809,40.6378146608,-73.9842792194,"(u'3', u'023000')"
810,40.6857865757,-73.9608381133,"(u'3', u'023100')"
811,40.6360996181,-73.9862206894,"(u'3', u'023200')"
812,40.6887954981,-73.9574898759,"(u'3', u'023300')"
813,40.633871138,-73.9879406791,"(u'3', u'023400')"
814,40.6925128898,-73.9577850555,"(u'3', u'023500')"
815,40.6321905075,-73.9896874122,"(u'3', u'023600')"
816,40.630511575,-73.991438034,"(u'3', u'023800')"
817,40.6288315401,-73.9931859102,"(u'3', u'024000')"
818,40.6922218148,-73.953803641,"(u'3', u'024100')"
819,40.6258677772,-73.9928096,"(u'3', u'024200')"
820,40.6874549162,-73.952855874,"(u'3', u'024300')"
821,40.6217475978,-73.9862367538,"(u'3', u'024400')"
822,40.6828805619,-73.9519011179,"(u'3', u'024500')"
823,40.6181718428,-73.9811686706,"(u'3', u'024600')"
824,40.6794025139,-73.9492955026,"(u'3', u'024700')"
825,40.6213629739,-73.9899932441,"(u'3', u'024800')"
826,40.6829833466,-73.9483904332,"(u'3', u'024900')"
827,40.6236256802,-73.995838368,"(u'3', u'025000')"
828,40.6878543827,-73.9493878111,"(u'3', u'025100')"
829,40.6198290935,-73.9921392722,"(u'3', u'025200')"
830,40.6926216304,-73.9503368098,"(u'3', u'025300')"
831,40.6166971222,-73.9838447326,"(u'3', u'025400')"
832,40.6973921355,-73.9512860069,"(u'3', u'025500')"
833,40.6149912314,-73.9856591036,"(u'3', u'025600')"
834,40.6982179736,-73.9473450315,"(u'3', u'025700')"
835,40.6132883232,-73.9874098681,"(u'3', u'025800')"
836,40.694967465,-73.946223711,"(u'3', u'025901')"
837,40.6969666157,-73.9451540568,"(u'3', u'025902')"
838,40.6169171654,-73.992345579,"(u'3', u'026000')"
839,40.692398851,-73.9457146517,"(u'3', u'026100')"
840,40.6187285365,-73.9970786744,"(u'3', u'026200')"
841,40.6894684377,-73.9451317367,"(u'3', u'026300')"
842,40.6148677556,-73.9974814246,"(u'3', u'026400')"
843,40.6869042697,-73.9446209017,"(u'3', u'026500')"
844,40.6126301718,-73.9903253343,"(u'3', u'026600')"
845,40.6839728384,-73.9440381097,"(u'3', u'026700')"
846,40.6104497046,-73.9903621342,"(u'3', u'026800')"
847,40.681282627,-73.9433171582,"(u'3', u'026900')"
848,40.605859619,-73.9899858113,"(u'3', u'027000')"
849,40.6787517599,-73.936983001,"(u'3', u'027100')"
850,40.6081764922,-73.9927382065,"(u'3', u'027200')"
851,40.6810841581,-73.9374384161,"(u'3', u'027300')"
852,40.6109492989,-73.995292256,"(u'3', u'027400')"
853,40.6838970221,-73.9381784866,"(u'3', u'027500')"
854,40.6108966723,-73.9994890451,"(u'3', u'027600')"
855,40.6868281014,-73.9387603441,"(u'3', u'027700')"
856,40.6068590143,-74.0012208981,"(u'3', u'027800')"
857,40.6897591508,-73.939344538,"(u'3', u'027900')"
858,40.6021666819,-74.0059372231,"(u'3', u'028000')"
859,40.6926888143,-73.9399287012,"(u'3', u'028100')"
860,40.6007104555,-74.0040679034,"(u'3', u'028200')"
861,40.6952563832,-73.9404377018,"(u'3', u'028300')"
862,40.6056745626,-73.9989426884,"(u'3', u'028400')"
863,40.699426469,-73.9420915006,"(u'3', u'028501')"
864,40.6974507036,-73.940884833,"(u'3', u'028502')"
865,40.5996119927,-74.0016657379,"(u'3', u'028600')"
866,40.6956353154,-73.9354279137,"(u'3', u'028700')"
867,40.6045111167,-73.9965625266,"(u'3', u'028800')"
868,40.6930516262,-73.9330041629,"(u'3', u'028900')"
869,40.6031737641,-73.9943479092,"(u'3', u'029000')"
870,40.6904269698,-73.9335411074,"(u'3', u'029100')"
871,40.5979539598,-73.9997899639,"(u'3', u'029200')"
872,40.6874966662,-73.932958253,"(u'3', u'029300')"
873,40.5953206818,-73.9984238993,"(u'3', u'029400')"
874,40.6845660456,-73.932375756,"(u'3', u'029500')"
875,40.6009524356,-73.9930252524,"(u'3', u'029600')"
876,40.6812726387,-73.9316177692,"(u'3', u'029700')"
877,40.6008263426,-73.9879081714,"(u'3', u'029800')"
878,40.6781055392,-73.9258119491,"(u'3', u'029900')"
879,40.597402834,-73.9887442369,"(u'3', u'030000')"
880,40.6776080605,-73.9162819,"(u'3', u'030100')"
881,40.5957120318,-73.9906472013,"(u'3', u'030200')"
882,40.6750910578,-73.9179157416,"(u'3', u'030300')"
883,40.5924788559,-73.9943829676,"(u'3', u'030400')"
884,40.6773189297,-73.9590625107,"(u'3', u'030500')"
885,40.591155628,-73.9861339696,"(u'3', u'030600')"
886,40.6755437181,-73.9262208451,"(u'3', u'030700')"
887,40.5865888365,-73.9795447103,"(u'3', u'030800')"
888,40.6761068741,-73.9329960419,"(u'3', u'030900')"
889,40.6764270215,-73.9389689949,"(u'3', u'031100')"
890,40.6765326543,-73.9443079296,"(u'3', u'031300')"
891,40.5861241723,-73.9923322645,"(u'3', u'031400')"
892,40.6768662449,-73.9499198488,"(u'3', u'031500')"
893,40.6738668428,-73.9501237714,"(u'3', u'031701')"
894,40.6711967991,-73.9503758243,"(u'3', u'031702')"
895,40.6668897625,-73.9493974195,"(u'3', u'031900')"
896,40.6668721472,-73.952182615,"(u'3', u'032100')"
897,40.6665474456,-73.9550743847,"(u'3', u'032300')"
898,40.6672992561,-73.9577655235,"(u'3', u'032500')"
899,40.5765287852,-73.9882082695,"(u'3', u'032600')"
900,40.6626487285,-73.9588003536,"(u'3', u'032700')"
901,40.576367601,-73.9976838996,"(u'3', u'032800')"
902,40.6632635132,-73.9484193848,"(u'3', u'032900')"
903,40.5791897893,-73.9987490956,"(u'3', u'033000')"
904,40.6641583376,-73.9420077901,"(u'3', u'033100')"
905,40.6658374697,-73.9425256035,"(u'3', u'033300')"
906,40.6675940635,-73.9423890792,"(u'3', u'033500')"
907,40.5772208482,-74.0073954516,"(u'3', u'033600')"
908,40.6694014321,-73.9421817152,"(u'3', u'033700')"
909,40.6712117259,-73.9420146158,"(u'3', u'033900')"
910,40.5723117666,-73.9964752695,"(u'3', u'034000')"
911,40.6735660198,-73.944586638,"(u'3', u'034100')"
912,40.5741077722,-73.996863043,"(u'3', u'034200')"
913,40.6735028127,-73.938837906,"(u'3', u'034300')"
914,40.6732283472,-73.9336938189,"(u'3', u'034500')"
915,40.6726583597,-73.9279737732,"(u'3', u'034700')"
916,40.5809400433,-73.9825281288,"(u'3', u'034800')"
917,40.668277334,-73.9297780666,"(u'3', u'034900')"
918,40.5775663746,-73.9789203767,"(u'3', u'035000')"
919,40.6684298441,-73.9325474946,"(u'3', u'035100')"
920,40.5732026533,-73.9807626327,"(u'3', u'035200')"
921,40.668579184,-73.9353141911,"(u'3', u'035300')"
922,40.580135569,-73.9726043605,"(u'3', u'035400')"
923,40.664403057,-73.933488894,"(u'3', u'035500')"
924,40.5808738018,-73.9697091788,"(u'3', u'035601')"
925,40.577832602,-73.9702003598,"(u'3', u'035602')"
926,40.668026101,-73.9268237437,"(u'3', u'035700')"
927,40.6704706262,-73.923853891,"(u'3', u'035900')"
928,40.5757860718,-73.9655529038,"(u'3', u'036001')"
929,40.5763649012,-73.9612387208,"(u'3', u'036002')"
930,40.6695615722,-73.9199581254,"(u'3', u'036100')"
931,40.5781169044,-73.9640086745,"(u'3', u'036200')"
932,40.6721722241,-73.9170092698,"(u'3', u'036300')"
933,40.5801657048,-73.9638542303,"(u'3', u'036400')"
934,40.6750174804,-73.9115192597,"(u'3', u'036501')"
935,40.6746618272,-73.9076608087,"(u'3', u'036502')"
936,40.5828674705,-73.9637754099,"(u'3', u'036600')"
937,40.6775214613,-73.9046532055,"(u'3', u'036700')"
